x,y,xy,x^2
1991.8750,353.89,704904.6437,3967566.0156
1991.9583,355.21,707563.5077,3967897.8689
1992.0417,356.34,709844.1394,3968230.1345
1992.1250,357.21,711606.9712,3968562.0156
1992.2083,357.97,713150.8052,3968893.9106
1992.2917,359.22,715671.0245,3969226.2179
1992.3750,359.71,716677.2112,3969558.1406
1992.4583,359.44,716169.2114,3969890.0772
1992.5417,357.15,711636.2682,3970222.4262
1992.6250,354.99,707361.9487,3970554.3906
1992.7083,353.01,703445.9570,3970886.3689
1992.7917,353.40,704252.5868,3971218.7596
1992.8750,354.42,706314.7575,3971550.7656
1992.9583,355.68,708855.4081,3971882.7855
1993.0417,357.10,711715.1911,3972215.2179
1993.1250,357.42,712382.7375,3972547.2656
1993.2083,358.59,714744.5643,3972879.3272
1993.2917,359.39,716369.1041,3973211.8013
1993.3750,360.30,718213.0125,3973543.8906
1993.4583,359.64,716927.3430,3973875.9938
1993.5417,357.45,712591.4807,3974208.5096
1993.6250,355.76,709252.0300,3974540.6406
1993.7083,354.14,706051.8574,3974872.7855
1993.7917,354.23,706260.8339,3975205.3430
1993.8750,355.53,708882.3787,3975537.5156
1993.9583,357.03,711902.9318,3975869.7021
1994.0417,358.36,714584.7836,3976202.3013
1994.1250,359.04,715970.6400,3976534.5156
1994.2083,360.11,718134.3509,3976866.7438
1994.2917,361.36,720657.2487,3977199.3847
1994.3750,361.78,721524.9875,3977531.6406
1994.4583,360.94,719879.7788,3977863.9104
1994.5417,359.51,717057.6866,3978196.5930
1994.6250,357.59,713257.9537,3978528.8906
1994.7083,355.86,709836.8956,3978861.2021
1994.7917,356.21,710564.7515,3979193.9264
1994.8750,357.65,713467.0437,3979526.2656
1994.9583,359.10,716389.5255,3979858.6187
1995.0417,360.04,718294.8137,3980191.3847
1995.1250,361.00,720240.1250,3980523.7656
1995.2083,361.98,722225.5004,3980856.1604
1995.2917,363.44,725168.8154,3981188.9681
1995.3750,363.83,725977.2863,3981521.3906
1995.4583,363.33,725009.8641,3981853.8270
1995.5417,361.78,721947.0762,3982186.6764
1995.6250,359.33,717087.9313,3982519.1406
1995.7083,358.32,715102.1981,3982851.6187
1995.7917,358.14,714772.8394,3983184.5098
1995.8750,359.61,717736.6088,3983517.0156
1995.9583,360.82,720181.6738,3983849.5353
1996.0417,362.20,722966.3037,3984182.4681
1996.1250,363.36,725311.9800,3984515.0156
1996.2083,364.28,727178.7595,3984847.5770
1996.2917,364.69,728027.6201,3985180.5515
1996.3750,365.25,729175.9688,3985513.1406
1996.4583,365.06,728827.0670,3985845.7436
1996.5417,363.69,726122.2509,3986178.7598
1996.6250,361.55,721879.7688,3986511.3906
1996.7083,359.69,718196.0084,3986844.0353
1996.7917,359.72,718285.9103,3987177.0932
1996.8750,361.04,720951.7500,3987509.7656
1996.9583,362.39,723677.7183,3987842.4519
1997.0417,363.24,725405.4271,3988175.5515
1997.1250,364.21,727372.8962,3988508.2656
1997.2083,364.65,728282.0066,3988840.9936
1997.2917,366.48,731967.4622,3989174.1349
1997.3750,366.77,732577.2288,3989506.8906
1997.4583,365.73,730530.4241,3989839.6602
1997.5417,364.46,728024.0480,3990172.8432
1997.6250,362.40,723939.3000,3990505.6406
1997.7083,360.44,720053.9797,3990838.4519
1997.7917,360.97,721142.8699,3991171.6766
1997.8750,362.65,724529.3687,3991504.5156
1997.9583,364.51,728275.7799,3991837.3685
1998.0417,365.39,730064.4568,3992170.6349
1998.1250,366.10,731513.5625,3992503.5156
1998.2083,367.36,734061.8011,3992836.4102
1998.2917,368.79,736949.9960,3993169.7183
1998.3750,369.56,738519.4650,3993502.6406
1998.4583,369.13,737690.9123,3993835.5768
1998.5417,367.98,735423.3748,3994168.9266
1998.6250,366.10,731696.6125,3994501.8906
1998.7083,364.16,727849.6145,3994834.8685
1998.7917,364.54,728639.5263,3995168.2600
1998.8750,365.67,730928.6213,3995501.2656
1998.9583,367.30,734217.3836,3995834.2851
1999.0417,368.35,736347.0102,3996167.7183
1999.1250,369.28,738236.8800,3996500.7656
1999.2083,369.84,739387.1977,3996833.8268
1999.2917,371.15,742037.1145,3997167.3017
1999.3750,371.12,742008.0500,3997500.3906
1999.4583,370.46,740719.3218,3997833.4934
1999.5417,369.61,739050.6077,3998167.0100
1999.6250,367.06,733982.3525,3998500.1406
1999.7083,364.95,729793.5441,3998833.2851
1999.7917,365.52,730963.8622,3999166.8434
1999.8750,366.88,733714.1400,3999500.0156
1999.9583,368.26,736504.6436,3999833.2017
2000.0417,369.45,738915.4061,4000166.8017
2000.1250,369.71,739466.2137,4000500.0156
2000.2083,370.75,741577.2272,4000833.2434
2000.2917,371.98,744068.5066,4001166.8851
2000.3750,371.74,743619.4025,4001500.1406
2000.4583,371.87,743910.4280,4001833.4100
2000.5417,370.02,740240.4398,4002167.0934
2000.6250,368.27,736770.1687,4002500.3906
2000.7083,367.15,734560.0523,4002833.7017
2000.7917,367.18,734650.6964,4003167.4268
2000.8750,368.53,737382.4637,4003500.7656
2000.9583,369.83,740014.4081,4003834.1183
2001.0417,370.76,741906.2207,4004167.8851
2001.1250,371.69,743798.1512,4004501.2656
2001.2083,372.63,745710.2488,4004834.6600
2001.2917,373.55,747582.5145,4005168.4685
2001.3750,374.03,748574.2912,4005501.8906
2001.4583,373.40,747344.5292,4005835.3266
2001.5417,371.68,743933.0191,4006169.1768
2001.6250,369.78,740160.8925,4006502.6406
2001.7083,368.34,737309.2352,4006836.1183
2001.7917,368.61,737880.4385,4007170.0102
2001.8750,369.94,740573.6375,4007503.5156
2001.9583,371.42,743567.3518,4007837.0349
2002.0417,372.70,746160.9416,4008170.9685
2002.1250,373.37,747533.4113,4008504.5156
2002.2083,374.30,749426.5667,4008838.0766
2002.2917,375.19,751239.8229,4009172.0519
2002.3750,375.93,752752.8337,4009505.6406
2002.4583,375.69,752303.5587,4009839.2432
2002.5417,374.16,749271.0025,4010173.2602
2002.6250,372.03,745036.5787,4010506.8906
2002.7083,370.92,742844.5626,4010840.5349
2002.7917,370.73,742494.9669,4011174.5936
2002.8750,372.43,745930.7362,4011508.2656
2002.9583,373.98,749066.3450,4011841.9515
2003.0417,375.07,751280.8504,4012176.0519
2003.1250,375.82,752814.4375,4012509.7656
2003.2083,376.64,754488.3741,4012843.4932
2003.2917,377.92,757083.9993,4013177.6353
2003.3750,378.78,758838.3825,4013511.3906
2003.4583,378.46,758228.8282,4013845.1598
2003.5417,376.88,755094.7959,4014179.3436
2003.6250,374.57,750497.8163,4014513.1406
2003.7083,373.34,748064.4567,4014846.9515
2003.7917,373.31,748035.4795,4015181.1770
2003.8750,374.84,751132.5050,4015515.0156
2003.9583,376.17,753828.9937,4015848.8681
2004.0417,377.17,755864.4080,4016183.1353
2004.1250,378.05,757659.4563,4016517.0156
2004.2083,379.06,759715.1982,4016850.9098
2004.2917,380.54,762713.1635,4017185.2187
2004.3750,380.80,763266.0000,4017519.1406
2004.4583,379.87,761433.5744,4017853.0764
2004.5417,377.65,757015.1730,4018187.4270
2004.6250,376.17,754079.7863,4018521.3906
2004.7083,374.43,750622.9288,4018855.3681
2004.7917,374.63,751055.1146,4019189.7604
2004.8750,376.33,754494.6088,4019523.7656
2004.9583,377.68,757232.6507,4019857.7847
2005.0417,378.63,759168.9389,4020192.2187
2005.1250,379.91,761767.0388,4020526.2656
2005.2083,380.95,763884.1019,4020860.3264
2005.2917,382.48,766983.9694,4021194.8021
2005.3750,382.64,767336.6900,4021528.8906
2005.4583,382.40,766887.2539,4021862.9930
2005.5417,380.93,763970.9998,4022197.5104
2005.6250,378.93,759991.4813,4022531.6406
2005.7083,376.89,755931.4012,4022865.7847
2005.7917,377.19,756564.5713,4023200.3438
2005.8750,378.54,759303.9225,4023534.5156
2005.9583,380.31,762886.0011,4023868.7013
2006.0417,381.58,765465.3919,4024203.3021
2006.1250,382.40,767142.2000,4024537.5156
2006.2083,382.86,768096.9097,4024871.7430
2006.2917,384.80,772021.0462,4025206.3855
2006.3750,385.22,772895.7775,4025540.6406
2006.4583,384.24,770961.5372,4025874.9096
2006.5417,382.65,767803.1815,4026209.5938
2006.6250,380.60,763721.4750,4026543.8906
2006.7083,379.04,760622.7140,4026878.2013
2006.7917,379.33,761236.2956,4027212.9272
2006.8750,380.35,763314.9062,4027547.2656
2006.9583,382.02,766698.2098,4027881.6179
2007.0417,383.10,768897.6753,4028216.3855
2007.1250,384.12,770976.8550,4028550.7656
2007.2083,384.81,772393.8259,4028885.1596
2007.2917,386.73,776279.9191,4029219.9689
2007.3750,386.78,776412.5025,4029554.3906
2007.4583,386.33,775541.3650,4029888.8262
2007.5417,384.73,772361.5182,4030223.6772
2007.6250,382.24,767394.5800,4030558.1406
2007.7083,381.20,765338.4040,4030892.6179
2007.7917,381.37,765711.5206,4031227.5106
2007.8750,382.70,768413.7625,4031562.0156
2007.9583,384.19,771437.4993,4031896.5345
2008.0417,385.78,774662.3270,4032231.4689
2008.1250,386.06,775256.7375,4032566.0156
2008.2083,386.28,775730.7021,4032900.5762
2008.2917,387.33,777871.6242,4033235.5523
2008.3750,388.78,780816.0325,4033570.1406
2008.4583,387.99,779261.7358,4033904.7428
2008.5417,386.61,776522.3066,4034239.7606
2008.6250,384.32,771954.7600,4034574.3906
2008.7083,383.41,770158.8493,4034909.0345
2008.7917,383.22,769809.1553,4035244.0940
2008.8750,384.41,772231.6388,4035578.7656
2008.9583,385.79,775036.0226,4035913.4511
2009.0417,387.17,777840.6750,4036248.5523
2009.1250,387.70,778937.7625,4036583.2656
2009.2083,389.04,781662.3970,4036917.9928
2009.2917,389.76,783141.5330,4037253.1357
2009.3750,390.36,784379.6250,4037587.8906
2009.4583,389.70,783085.8995,4037922.6594
2009.5417,388.24,780184.4696,4038257.8440
2009.6250,386.29,776298.0413,4038592.6406
2009.7083,384.95,773637.2101,4038927.4511
2009.7917,384.64,773046.2795,4039262.6774
2009.8750,386.23,776274.0212,4039597.5156
2009.9583,387.63,779120.1358,4039932.3677
2010.0417,388.91,781725.3175,4040267.6357
2010.1250,390.41,784772.9012,4040602.5156
2010.2083,391.37,786735.2224,4040937.4094
2010.2917,392.67,789381.2418,4041272.7191
2010.3750,393.21,790499.5537,4041607.6406
2010.4583,392.38,788863.6278,4041942.5760
2010.5417,390.41,784935.5851,4042277.9274
2010.6250,388.54,781208.2375,4042612.8906
2010.7083,387.03,778204.4333,4042947.8677
2010.7917,387.43,779041.0283,4043283.2608
2010.8750,388.87,781968.9613,4043618.2656
2010.9583,389.99,784253.6274,4043953.2843
2011.0417,391.50,787322.8255,4044288.7191
2011.1250,392.05,788461.5563,4044623.7656
2011.2083,392.80,790002.6202,4044958.8260
2011.2917,393.44,791322.6064,4045294.3025
2011.3750,394.41,793306.4138,4045629.3906
2011.4583,393.95,792413.9973,4045964.4926
2011.5417,392.72,789972.6564,4046300.0108
2011.6250,390.33,785197.5862,4046635.1406
2011.7083,389.28,783117.8070,4046970.2843
2011.7917,389.19,782969.2117,4047305.8442
2011.8750,390.48,785596.9500,4047641.0156
2011.9583,392.06,788808.3711,4047976.2009
2012.0417,393.31,791356.1210,4048311.8025
2012.1250,394.04,792857.7350,4048647.0156
2012.2083,394.59,793997.2731,4048982.2426
2012.2917,396.38,797632.1840,4049317.8859
2012.3750,396.93,798772.0088,4049653.1406
2012.4583,395.91,796752.3656,4049988.4092
2012.5417,394.56,794068.4532,4050324.0942
2012.6250,392.59,790136.4487,4050659.3906
2012.7083,391.32,787613.0120,4050994.7009
2012.7917,391.27,787545.0085,4051330.4276
2012.8750,393.20,791462.4500,4051665.7656
2012.9583,394.57,794252.9564,4052001.1175
2013.0417,395.78,796721.6440,4052336.8859
2013.1250,397.03,799271.0187,4052672.2656
2013.2083,397.66,800572.4126,4053007.6592
2013.2917,398.64,802578.6033,4053343.4693
2013.3750,400.02,805390.2675,4053678.8906
2013.4583,398.81,802987.3046,4054014.3258
2013.5417,397.51,800402.9612,4054350.1776
2013.6250,395.39,796167.1887,4054685.6406
2013.7083,393.72,792837.2319,4055021.1175
2013.7917,393.90,793232.5506,4055357.0110
2013.8750,395.36,796205.6200,4055692.5156
2013.9583,397.03,799601.8638,4056028.0341
2014.0417,398.04,801669.1583,4056363.9693
2014.1250,398.27,802165.5637,4056699.5156
2014.2083,399.91,805502.0413,4057035.0758
2014.2917,401.51,808758.2605,4057371.0527
2014.3750,401.96,809698.1750,4057706.6406
2014.4583,401.43,808663.9954,4058042.2424
2014.5417,399.27,804346.0646,4058378.2610
2014.6250,397.18,800168.7575,4058713.8906
2014.7083,395.54,796897.7210,4059049.5341
2014.7917,396.16,798179.8799,4059385.5944
2014.8750,397.40,800711.3250,4059721.2656
2014.9583,399.08,804129.5584,4060056.9507
2015.0417,400.18,806379.3875,4060393.0527
2015.1250,400.55,807158.3187,4060728.7656
2015.2083,401.74,809589.7824,4061064.4924
2015.2917,403.34,812847.7543,4061400.6361
2015.3750,404.15,814513.8062,4061736.3906
2015.4583,402.97,812169.2312,4062072.1590
2015.5417,401.46,809159.3709,4062408.3444
2015.6250,399.11,804456.0938,4062744.1406
2015.7083,397.82,801889.0759,4063079.9507
2015.7917,398.49,803272.8345,4063416.1778
2015.8750,400.27,806894.2863,4063752.0156
2015.9583,402.06,810536.1941,4064087.8673
2016.0417,402.73,811920.4738,4064424.1361
2016.1250,404.25,815018.5312,4064760.0156
2016.2083,405.06,816685.3340,4065095.9090
2016.2917,407.60,821840.4969,4065432.2195
2016.3750,407.90,822479.3625,4065768.1406
2016.4583,406.99,820678.3635,4066104.0756
2016.5417,404.59,815872.6064,4066440.4278
2016.6250,402.45,811590.7312,4066776.3906
2016.7083,401.23,809163.8712,4067112.3673
2016.7917,401.79,810326.7371,4067448.7612
2016.8750,403.72,814252.7750,4067784.7656
2016.9583,404.64,816142.0065,4068120.7839
2017.0417,406.36,819645.0652,4068457.2195
2017.1250,406.65,820263.8812,4068793.2656
2017.2083,407.54,822093.0706,4069129.3256
2017.2917,409.22,825516.1095,4069465.8029
2017.3750,409.89,826901.8387,4069801.8906
2017.4583,409.08,825301.8414,4070137.9922
2017.5417,407.33,821805.2607,4070474.5112
2017.6250,405.32,817783.7650,4070810.6406
2017.7083,403.57,814286.5386,4071146.7839
2017.7917,403.82,814824.6443,4071483.3446
2017.8750,405.31,817864.9163,4071819.5156
2017.9583,407.00,821309.0281,4072155.7005
2018.0417,408.15,823663.7199,4072492.3029
2018.1250,408.52,824444.4250,4072828.5156
2018.2083,409.59,826637.9376,4073164.7422
2018.2917,410.45,828407.8283,4073501.3863
2018.3750,411.44,830440.2100,4073837.6406
2018.4583,410.99,829566.1767,4074173.9088
2018.5417,408.90,825381.7011,4074510.5946
2018.6250,407.16,821903.3550,4074846.8906
2018.7083,405.71,819010.1444,4075183.2005
2018.7917,406.19,820013.0006,4075519.9280
2018.8750,408.21,824124.9637,4075856.2656
2018.9583,409.27,826299.0634,4076192.6171
2019.0417,411.03,829886.7100,4076529.3863
2019.1250,411.96,831798.7350,4076865.7656
2019.2083,412.18,832277.2771,4077202.1588
2019.2917,413.54,835057.8896,4077538.9697
2019.3750,414.86,837757.9125,4077875.3906
2019.4583,414.15,836358.6549,4078211.8254
2019.5417,411.96,831970.3987,4078548.6780
2019.6250,410.17,828389.5863,4078885.1406
2019.7083,408.76,825575.9647,4079221.6171
2019.7917,408.74,825569.6595,4079558.5114
2019.8750,410.47,829098.0913,4079895.0156
2019.9583,411.97,832162.2209,4080231.5337
2020.0417,413.59,835469.0467,4080568.4697
2020.1250,414.32,836978.1900,4080905.0156
2020.2083,414.72,837820.7862,4081241.5754
2020.2917,416.42,841289.8697,4081578.5531
2020.3750,417.28,843062.0800,4081915.1406
2020.4583,416.58,841682.5186,4082251.7420
2020.5417,414.58,837676.1780,4082588.7614
2020.6250,412.75,834012.9688,4082925.3906
2020.7083,411.50,831521.4655,4083262.0337
2020.7917,411.49,831535.5766,4083599.0948
2020.8750,413.10,834823.4625,4083935.7656
2020.9583,414.23,837141.5566,4084272.4503
2021.0417,415.49,839722.6159,4084609.5531
2021.1250,416.72,842243.2100,4084946.2656
2021.2083,417.61,844076.7982,4085282.9920
2021.2917,419.01,846941.4352,4085620.1365
2021.3750,419.09,847138.0487,4085956.8906
2021.4583,418.93,846849.5256,4086293.6586
2021.5417,416.90,842780.7347,4086630.8448
2021.6250,414.42,837801.8325,4086967.6406
2021.7083,413.26,835491.1721,4087304.4503
2021.7917,413.90,836819.5846,4087641.6782
2021.8750,414.97,839017.4688,4087978.5156
2021.9583,416.67,842489.3649,4088315.3669
2022.0417,418.13,845476.2960,4088652.6365
2022.1250,419.24,847755.6850,4088989.5156
2022.2083,418.76,846819.9477,4089326.4086
2022.2917,420.19,849746.7494,4089663.7199
2022.3750,420.97,851359.2038,4090000.6406
2022.4583,420.94,851333.5968,4090337.5752
2022.5417,418.85,847141.5910,4090674.9282
2022.6250,417.15,843738.0187,4091011.8906
2022.7083,415.91,841264.6091,4091348.8669
2022.7917,415.74,840955.4214,4091686.2616
2022.8750,417.47,844489.6263,4092023.2656
2022.9583,418.99,847599.2981,4092360.2835
2023.0417,419.47,848605.3019,4092697.7199
2023.1250,420.31,850339.6687,4093034.7656
2023.2083,420.99,851750.4622,4093371.8252
2023.2917,423.31,856479.6095,4093709.3033
2023.3750,424.00,857911.0000,4094046.3906
2023.4583,423.68,857298.8125,4094383.4918
2023.5417,421.83,853590.5953,4094721.0116
2023.6250,419.68,849274.9400,4095058.1406
2023.7083,418.50,846921.9235,4095395.2835
2023.7917,418.82,847604.4398,4095732.8450
2023.8750,420.46,850958.4825,4096070.0156
2023.9583,421.86,853827.0484,4096407.2001
2024.0417,422.80,855764.8308,4096744.8033
2024.1250,424.55,859342.2688,4097082.0156
2024.2083,425.38,861057.7267,4097419.2418
2024.2917,426.51,863380.6530,4097756.8867
2024.3750,426.90,864205.6875,4098094.1406
2024.4583,426.91,864261.4929,4098431.4084
2024.5417,425.55,861543.7204,4098769.0950
2024.6250,422.99,856396.1288,4099106.3906
2024.7083,422.03,854487.6438,4099443.7001
2024.7917,422.38,855231.5182,4099781.4284
2024.8750,423.85,858243.2688,4100118.7656
2024.9583,425.40,861417.2608,4100456.1167
2025.0417,426.65,863984.0413,4100793.8867
2025.1250,427.09,864910.6362,4101131.2656
2025.2083,428.15,867092.9336,4101468.6584
2025.2917,429.64,870146.3260,4101806.4701
2025.3750,430.51,871944.1913,4102143.8906
1607375.3838,290612.3900,579341491.4086,3201860083.3921
