x,y,ln(x),ln(x)y,ln(x)^2
1991.7917,352.43,7.5968,2677.3367,57.7112
1991.8750,353.89,7.5968,2688.4428,57.7119
1991.9583,355.21,7.5969,2698.4854,57.7125
1992.0417,356.34,7.5969,2707.0848,57.7131
1992.1250,357.21,7.5970,2713.7091,57.7138
1992.2083,357.97,7.5970,2719.4977,57.7144
1992.2917,359.22,7.5970,2729.0090,57.7150
1992.3750,359.71,7.5971,2732.7466,57.7157
1992.4583,359.44,7.5971,2730.7104,57.7163
1992.5417,357.15,7.5972,2713.3280,57.7169
1992.6250,354.99,7.5972,2696.9329,57.7176
1992.7083,353.01,7.5972,2681.9052,57.7182
1992.7917,353.40,7.5973,2684.8829,57.7188
1992.8750,354.42,7.5973,2692.6470,57.7195
1992.9583,355.68,7.5974,2702.2345,57.7201
1993.0417,357.10,7.5974,2713.0377,57.7207
1993.1250,357.42,7.5975,2715.4838,57.7214
1993.2083,358.59,7.5975,2724.3878,57.7220
1993.2917,359.39,7.5975,2730.4809,57.7227
1993.3750,360.30,7.5976,2737.4097,57.7233
1993.4583,359.64,7.5976,2732.4103,57.7239
1993.5417,357.45,7.5977,2715.7865,57.7246
1993.6250,355.76,7.5977,2702.9613,57.7252
1993.7083,354.14,7.5978,2690.6678,57.7258
1993.7917,354.23,7.5978,2691.3664,57.7265
1993.8750,355.53,7.5978,2701.2584,57.7271
1993.9583,357.03,7.5979,2712.6700,57.7277
1994.0417,358.36,7.5979,2722.7902,57.7284
1994.1250,359.04,7.5980,2727.9718,57.7290
1994.2083,360.11,7.5980,2736.1166,57.7296
1994.2917,361.36,7.5980,2745.6293,57.7303
1994.3750,361.78,7.5981,2748.8356,57.7309
1994.4583,360.94,7.5981,2742.4682,57.7315
1994.5417,359.51,7.5982,2731.6179,57.7322
1994.6250,357.59,7.5982,2717.0444,57.7328
1994.7083,355.86,7.5983,2703.9143,57.7335
1994.7917,356.21,7.5983,2706.5886,57.7341
1994.8750,357.65,7.5983,2717.5451,57.7347
1994.9583,359.10,7.5984,2728.5777,57.7354
1995.0417,360.04,7.5984,2735.7352,57.7360
1995.1250,361.00,7.5985,2743.0448,57.7366
1995.2083,361.98,7.5985,2750.5064,57.7373
1995.2917,363.44,7.5985,2761.6154,57.7379
1995.3750,363.83,7.5986,2764.5940,57.7385
1995.4583,363.33,7.5986,2760.8099,57.7392
1995.5417,361.78,7.5987,2749.0471,57.7398
1995.6250,359.33,7.5987,2730.4454,57.7404
1995.7083,358.32,7.5988,2722.7856,57.7411
1995.7917,358.14,7.5988,2721.4328,57.7417
1995.8750,359.61,7.5988,2732.6181,57.7423
1995.9583,360.82,7.5989,2741.8277,57.7430
1996.0417,362.20,7.5989,2752.3293,57.7436
1996.1250,363.36,7.5990,2761.1592,57.7442
1996.2083,364.28,7.5990,2768.1655,57.7449
1996.2917,364.69,7.5990,2771.2963,57.7455
1996.3750,365.25,7.5991,2775.5670,57.7461
1996.4583,365.06,7.5991,2774.1384,57.7468
1996.5417,363.69,7.5992,2763.7428,57.7474
1996.6250,361.55,7.5992,2747.4957,57.7480
1996.7083,359.69,7.5993,2733.3761,57.7487
1996.7917,359.72,7.5993,2733.6191,57.7493
1996.8750,361.04,7.5993,2743.6653,57.7499
1996.9583,362.39,7.5994,2753.9395,57.7506
1997.0417,363.24,7.5994,2760.4141,57.7512
1997.1250,364.21,7.5995,2767.8008,57.7519
1997.2083,364.65,7.5995,2771.1597,57.7525
1997.2917,366.48,7.5995,2785.0821,57.7531
1997.3750,366.77,7.5996,2787.3013,57.7538
1997.4583,365.73,7.5996,2779.4130,57.7544
1997.5417,364.46,7.5997,2769.7767,57.7550
1997.6250,362.40,7.5997,2754.1364,57.7557
1997.7083,360.44,7.5998,2739.2560,57.7563
1997.7917,360.97,7.5998,2743.2990,57.7569
1997.8750,362.65,7.5998,2756.0818,57.7576
1997.9583,364.51,7.5999,2770.2327,57.7582
1998.0417,365.39,7.5999,2776.9358,57.7588
1998.1250,366.10,7.6000,2782.3470,57.7595
1998.2083,367.36,7.6000,2791.9383,57.7601
1998.2917,368.79,7.6000,2802.8217,57.7607
1998.3750,369.56,7.6001,2808.6891,57.7614
1998.4583,369.13,7.6001,2805.4365,57.7620
1998.5417,367.98,7.6002,2796.7117,57.7626
1998.6250,366.10,7.6002,2782.4386,57.7633
1998.7083,364.16,7.6003,2767.7094,57.7639
1998.7917,364.54,7.6003,2770.6127,57.7645
1998.8750,365.67,7.6003,2779.2163,57.7652
1998.9583,367.30,7.6004,2791.6201,57.7658
1999.0417,368.35,7.6004,2799.6159,57.7664
1999.1250,369.28,7.6005,2806.6997,57.7671
1999.2083,369.84,7.6005,2810.9713,57.7677
1999.2917,371.15,7.6005,2820.9435,57.7683
1999.3750,371.12,7.6006,2820.7309,57.7690
1999.4583,370.46,7.6006,2815.7300,57.7696
1999.5417,369.61,7.6007,2809.2849,57.7702
1999.6250,367.06,7.6007,2789.9184,57.7709
1999.7083,364.95,7.6008,2773.8961,57.7715
1999.7917,365.52,7.6008,2778.2438,57.7721
1999.8750,366.88,7.6008,2788.5962,57.7728
1999.9583,368.26,7.6009,2799.1007,57.7734
2000.0417,369.45,7.6009,2808.1611,57.7740
2000.1250,369.71,7.6010,2810.1528,57.7747
2000.2083,370.75,7.6010,2818.0732,57.7753
2000.2917,371.98,7.6010,2827.4379,57.7759
2000.3750,371.74,7.6011,2825.6292,57.7766
2000.4583,371.87,7.6011,2826.6328,57.7772
2000.5417,370.02,7.6012,2812.5861,57.7778
2000.6250,368.27,7.6012,2799.2994,57.7785
2000.7083,367.15,7.6013,2790.8013,57.7791
2000.7917,367.18,7.6013,2791.0447,57.7797
2000.8750,368.53,7.6013,2801.3218,57.7804
2000.9583,369.83,7.6014,2811.2189,57.7810
2001.0417,370.76,7.6014,2818.3037,57.7816
2001.1250,371.69,7.6015,2825.3885,57.7823
2001.2083,372.63,7.6015,2832.5493,57.7829
2001.2917,373.55,7.6015,2839.5583,57.7835
2001.3750,374.03,7.6016,2843.2226,57.7842
2001.4583,373.40,7.6016,2838.4491,57.7848
2001.5417,371.68,7.6017,2825.3898,57.7854
2001.6250,369.78,7.6017,2810.9620,57.7861
2001.7083,368.34,7.6018,2800.0309,57.7867
2001.7917,368.61,7.6018,2802.0987,57.7873
2001.8750,369.94,7.6018,2812.2245,57.7880
2001.9583,371.42,7.6019,2823.4907,57.7886
2002.0417,372.70,7.6019,2833.2366,57.7892
2002.1250,373.37,7.6020,2838.3454,57.7899
2002.2083,374.30,7.6020,2845.4308,57.7905
2002.2917,375.19,7.6020,2852.2123,57.7911
2002.3750,375.93,7.6021,2857.8534,57.7918
2002.4583,375.69,7.6021,2856.0445,57.7924
2002.5417,374.16,7.6022,2844.4289,57.7930
2002.6250,372.03,7.6022,2828.2517,57.7937
2002.7083,370.92,7.6023,2819.8287,57.7943
2002.7917,370.73,7.6023,2818.3997,57.7949
2002.8750,372.43,7.6023,2831.3391,57.7956
2002.9583,373.98,7.6024,2843.1383,57.7962
2003.0417,375.07,7.6024,2851.4405,57.7968
2003.1250,375.82,7.6025,2857.1579,57.7975
2003.2083,376.64,7.6025,2863.4076,57.7981
2003.2917,377.92,7.6025,2873.1545,57.7987
2003.3750,378.78,7.6026,2879.7085,57.7994
2003.4583,378.46,7.6026,2877.2914,57.8000
2003.5417,376.88,7.6027,2865.2949,57.8006
2003.6250,374.57,7.6027,2847.7483,57.8012
2003.7083,373.34,7.6028,2838.4125,57.8019
2003.7917,373.31,7.6028,2838.2000,57.8025
2003.8750,374.84,7.6028,2849.8478,57.8031
2003.9583,376.17,7.6029,2859.9752,57.8038
2004.0417,377.17,7.6029,2867.5938,57.8044
2004.1250,378.05,7.6030,2874.3001,57.8050
2004.2083,379.06,7.6030,2881.9948,57.8057
2004.2917,380.54,7.6030,2893.2631,57.8063
2004.3750,380.80,7.6031,2895.2557,57.8069
2004.4583,379.87,7.6031,2888.2007,57.8076
2004.5417,377.65,7.6032,2871.3374,57.8082
2004.6250,376.17,7.6032,2860.1004,57.8088
2004.7083,374.43,7.6033,2846.8863,57.8095
2004.7917,374.63,7.6033,2848.4226,57.8101
2004.8750,376.33,7.6033,2861.3638,57.8107
2004.9583,377.68,7.6034,2871.6440,57.8114
2005.0417,378.63,7.6034,2878.8830,57.8120
2005.1250,379.91,7.6035,2888.6311,57.8126
2005.2083,380.95,7.6035,2896.5546,57.8133
2005.2917,382.48,7.6035,2908.2038,57.8139
2005.3750,382.64,7.6036,2909.4363,57.8145
2005.4583,382.40,7.6036,2907.6273,57.8152
2005.5417,380.93,7.6037,2896.4658,57.8158
2005.6250,378.93,7.6037,2881.2742,57.8164
2005.7083,376.89,7.6038,2865.7783,57.8171
2005.7917,377.19,7.6038,2868.0751,57.8177
2005.8750,378.54,7.6038,2878.3559,57.8183
2005.9583,380.31,7.6039,2891.8305,57.8189
2006.0417,381.58,7.6039,2901.5033,57.8196
2006.1250,382.40,7.6040,2907.7544,57.8202
2006.2083,382.86,7.6040,2911.2681,57.8208
2006.2917,384.80,7.6040,2926.0359,57.8215
2006.3750,385.22,7.6041,2929.2456,57.8221
2006.4583,384.24,7.6041,2921.8095,57.8227
2006.5417,382.65,7.6042,2909.7349,57.8234
2006.6250,380.60,7.6042,2894.1621,57.8240
2006.7083,379.04,7.6043,2882.3153,57.8246
2006.7917,379.33,7.6043,2884.5363,57.8253
2006.8750,380.35,7.6043,2892.3085,57.8259
2006.9583,382.02,7.6044,2905.0236,57.8265
2007.0417,383.10,7.6044,2913.2522,57.8272
2007.1250,384.12,7.6045,2921.0246,57.8278
2007.2083,384.81,7.6045,2926.2877,57.8284
2007.2917,386.73,7.6045,2940.9044,57.8291
2007.3750,386.78,7.6046,2941.3007,57.8297
2007.4583,386.33,7.6046,2937.8947,57.8303
2007.5417,384.73,7.6047,2925.7432,57.8309
2007.6250,382.24,7.6047,2906.8235,57.8316
2007.7083,381.20,7.6047,2898.9304,57.8322
2007.7917,381.37,7.6048,2900.2390,57.8328
2007.8750,382.70,7.6048,2910.3693,57.8335
2007.9583,384.19,7.6049,2921.7164,57.8341
2008.0417,385.78,7.6049,2933.8242,57.8347
2008.1250,386.06,7.6050,2935.9696,57.8354
2008.2083,386.28,7.6050,2937.6587,57.8360
2008.2917,387.33,7.6050,2945.6600,57.8366
2008.3750,388.78,7.6051,2956.7035,57.8373
2008.4583,387.99,7.6051,2950.7116,57.8379
2008.5417,386.61,7.6052,2940.2325,57.8385
2008.6250,384.32,7.6052,2922.8326,57.8392
2008.7083,383.41,7.6052,2915.9278,57.8398
2008.7917,383.22,7.6053,2914.4987,57.8404
2008.8750,384.41,7.6053,2923.5650,57.8410
2008.9583,385.79,7.6054,2934.0763,57.8417
2009.0417,387.17,7.6054,2944.5878,57.8423
2009.1250,387.70,7.6055,2948.6347,57.8429
2009.2083,389.04,7.6055,2958.8422,57.8436
2009.2917,389.76,7.6055,2964.3343,57.8442
2009.3750,390.36,7.6056,2968.9138,57.8448
2009.4583,389.70,7.6056,2963.9103,57.8455
2009.5417,388.24,7.6057,2952.8222,57.8461
2009.6250,386.29,7.6057,2938.0072,57.8467
2009.7083,384.95,7.6057,2927.8315,57.8474
2009.7917,384.64,7.6058,2925.4897,57.8480
2009.8750,386.23,7.6058,2937.5989,57.8486
2009.9583,387.63,7.6059,2948.2631,57.8492
2010.0417,388.91,7.6059,2958.0147,57.8499
2010.1250,390.41,7.6060,2969.4398,57.8505
2010.2083,391.37,7.6060,2976.7577,57.8511
2010.2917,392.67,7.6060,2986.6618,57.8518
2010.3750,393.21,7.6061,2990.7854,57.8524
2010.4583,392.38,7.6061,2984.4886,57.8530
2010.5417,390.41,7.6062,2969.5207,57.8537
2010.6250,388.54,7.6062,2955.3133,57.8543
2010.7083,387.03,7.6062,2943.8440,57.8549
2010.7917,387.43,7.6063,2946.9025,57.8556
2010.8750,388.87,7.6063,2957.8717,57.8562
2010.9583,389.99,7.6064,2966.4069,57.8568
2011.0417,391.50,7.6064,2977.9088,57.8574
2011.1250,392.05,7.6064,2982.1085,57.8581
2011.2083,392.80,7.6065,2987.8297,57.8587
2011.2917,393.44,7.6065,2992.7141,57.8593
2011.3750,394.41,7.6066,3000.1088,57.8600
2011.4583,393.95,7.6066,2996.6261,57.8606
2011.5417,392.72,7.6067,2987.2862,57.8612
2011.6250,390.33,7.6067,2969.1225,57.8619
2011.7083,389.28,7.6067,2961.1516,57.8625
2011.7917,389.19,7.6068,2960.4831,57.8631
2011.8750,390.48,7.6068,2970.3120,57.8637
2011.9583,392.06,7.6069,2982.3470,57.8644
2012.0417,393.31,7.6069,2991.8719,57.8650
2012.1250,394.04,7.6069,2997.4413,57.8656
2012.2083,394.59,7.6070,3001.6414,57.8663
2012.2917,396.38,7.6070,3015.2744,57.8669
2012.3750,396.93,7.6071,3019.4747,57.8675
2012.4583,395.91,7.6071,3011.7318,57.8682
2012.5417,394.56,7.6072,3001.4786,57.8688
2012.6250,392.59,7.6072,2986.5087,57.8694
2012.7083,391.32,7.6072,2976.8638,57.8700
2012.7917,391.27,7.6073,2976.4996,57.8707
2012.8750,393.20,7.6073,2991.1980,57.8713
2012.9583,394.57,7.6074,3001.6363,57.8719
2013.0417,395.78,7.6074,3010.8576,57.8726
2013.1250,397.03,7.6074,3020.3833,57.8732
2013.2083,397.66,7.6075,3025.1924,57.8738
2013.2917,398.64,7.6075,3032.6643,57.8745
2013.3750,400.02,7.6076,3043.1792,57.8751
2013.4583,398.81,7.6076,3033.9906,57.8757
2013.5417,397.51,7.6077,3024.1171,57.8763
2013.6250,395.39,7.6077,3008.0053,57.8770
2013.7083,393.72,7.6077,2995.3167,57.8776
2013.7917,393.90,7.6078,2996.7024,57.8782
2013.8750,395.36,7.6078,3007.8261,57.8789
2013.9583,397.03,7.6079,3020.5476,57.8795
2014.0417,398.04,7.6079,3028.2480,57.8801
2014.1250,398.27,7.6079,3030.0143,57.8808
2014.2083,399.91,7.6080,3042.5079,57.8814
2014.2917,401.51,7.6080,3054.6973,57.8820
2014.3750,401.96,7.6081,3058.1375,57.8826
2014.4583,401.43,7.6081,3054.1218,57.8833
2014.5417,399.27,7.6081,3037.7049,57.8839
2014.6250,397.18,7.6082,3021.8202,57.8845
2014.7083,395.54,7.6082,3009.3592,57.8852
2014.7917,396.16,7.6083,3014.0927,57.8858
2014.8750,397.40,7.6083,3023.5434,57.8864
2014.9583,399.08,7.6084,3036.3418,57.8870
2015.0417,400.18,7.6084,3044.7276,57.8877
2015.1250,400.55,7.6084,3047.5592,57.8883
2015.2083,401.74,7.6085,3056.6299,57.8889
2015.2917,403.34,7.6085,3068.8201,57.8896
2015.3750,404.15,7.6086,3074.9998,57.8902
2015.4583,402.97,7.6086,3066.0383,57.8908
2015.5417,401.46,7.6086,3054.5659,57.8915
2015.6250,399.11,7.6087,3036.7021,57.8921
2015.7083,397.82,7.6087,3026.9033,57.8927
2015.7917,398.49,7.6088,3032.0177,57.8933
2015.8750,400.27,7.6088,3045.5778,57.8940
2015.9583,402.06,7.6088,3059.2142,57.8946
2016.0417,402.73,7.6089,3064.3288,57.8952
2016.1250,404.25,7.6089,3075.9110,57.8959
2016.2083,405.06,7.6090,3082.0910,57.8965
2016.2917,407.60,7.6090,3101.4346,57.8971
2016.3750,407.90,7.6091,3103.7342,57.8977
2016.4583,406.99,7.6091,3096.8268,57.8984
2016.5417,404.59,7.6091,3078.5817,57.8990
2016.6250,402.45,7.6092,3062.3147,57.8996
2016.7083,401.23,7.6092,3053.0481,57.9003
2016.7917,401.79,7.6093,3057.3259,57.9009
2016.8750,403.72,7.6093,3072.0284,57.9015
2016.9583,404.64,7.6093,3079.0457,57.9021
2017.0417,406.36,7.6094,3092.1506,57.9028
2017.1250,406.65,7.6094,3094.3741,57.9034
2017.2083,407.54,7.6095,3101.1633,57.9040
2017.2917,409.22,7.6095,3113.9642,57.9047
2017.3750,409.89,7.6096,3119.0794,57.9053
2017.4583,409.08,7.6096,3112.9326,57.9059
2017.5417,407.33,7.6096,3099.6327,57.9065
2017.6250,405.32,7.6097,3084.3540,57.9072
2017.7083,403.57,7.6097,3071.0537,57.9078
2017.7917,403.82,7.6098,3072.9729,57.9084
2017.8750,405.31,7.6098,3084.3281,57.9091
2017.9583,407.00,7.6098,3097.2055,57.9097
2018.0417,408.15,7.6099,3105.9737,57.9103
2018.1250,408.52,7.6099,3108.8062,57.9109
2018.2083,409.59,7.6100,3116.9657,57.9116
2018.2917,410.45,7.6100,3123.5273,57.9122
2018.3750,411.44,7.6100,3131.0782,57.9128
2018.4583,410.99,7.6101,3127.6706,57.9135
2018.5417,408.90,7.6101,3111.7824,57.9141
2018.6250,407.16,7.6102,3098.5576,57.9147
2018.7083,405.71,7.6102,3087.5396,57.9153
2018.7917,406.19,7.6103,3091.2093,57.9160
2018.8750,408.21,7.6103,3106.5988,57.9166
2018.9583,409.27,7.6103,3114.6826,57.9172
2019.0417,411.03,7.6104,3128.0938,57.9179
2019.1250,411.96,7.6104,3135.1884,57.9185
2019.2083,412.18,7.6105,3136.8797,57.9191
2019.2917,413.54,7.6105,3147.2470,57.9197
2019.3750,414.86,7.6105,3157.3100,57.9204
2019.4583,414.15,7.6106,3151.9236,57.9210
2019.5417,411.96,7.6106,3135.2734,57.9216
2019.6250,410.17,7.6107,3121.6673,57.9223
2019.7083,408.76,7.6107,3110.9532,57.9229
2019.7917,408.74,7.6107,3110.8178,57.9235
2019.8750,410.47,7.6108,3124.0013,57.9241
2019.9583,411.97,7.6108,3135.4345,57.9248
2020.0417,413.59,7.6109,3147.7811,57.9254
2020.1250,414.32,7.6109,3153.3542,57.9260
2020.2083,414.72,7.6110,3156.4156,57.9266
2020.2917,416.42,7.6110,3169.3714,57.9273
2020.3750,417.28,7.6110,3175.9341,57.9279
2020.4583,416.58,7.6111,3170.6236,57.9285
2020.5417,414.58,7.6111,3155.4185,57.9292
2020.6250,412.75,7.6112,3141.5072,57.9298
2020.7083,411.50,7.6112,3132.0102,57.9304
2020.7917,411.49,7.6112,3131.9511,57.9310
2020.8750,413.10,7.6113,3144.2222,57.9317
2020.9583,414.23,7.6113,3152.8400,57.9323
2021.0417,415.49,7.6114,3162.4474,57.9329
2021.1250,416.72,7.6114,3171.8266,57.9336
2021.2083,417.61,7.6115,3178.6180,57.9342
2021.2917,419.01,7.6115,3189.2913,57.9348
2021.3750,419.09,7.6115,3189.9175,57.9354
2021.4583,418.93,7.6116,3188.7169,57.9361
2021.5417,416.90,7.6116,3173.2826,57.9367
2021.6250,414.42,7.6117,3154.4229,57.9373
2021.7083,413.26,7.6117,3145.6104,57.9379
2021.7917,413.90,7.6117,3150.4989,57.9386
2021.8750,414.97,7.6118,3158.6606,57.9392
2021.9583,416.67,7.6118,3171.6178,57.9398
2022.0417,418.13,7.6119,3182.7483,57.9405
2022.1250,419.24,7.6119,3191.2147,57.9411
2022.2083,418.76,7.6119,3187.5783,57.9417
2022.2917,420.19,7.6120,3198.4807,57.9423
2022.3750,420.97,7.6120,3204.4354,57.9430
2022.4583,420.94,7.6121,3204.2243,57.9436
2022.5417,418.85,7.6121,3188.3324,57.9442
2022.6250,417.15,7.6122,3175.4090,57.9448
2022.7083,415.91,7.6122,3165.9870,57.9455
2022.7917,415.74,7.6122,3164.7101,57.9461
2022.8750,417.47,7.6123,3177.8965,57.9467
2022.9583,418.99,7.6123,3189.4844,57.9474
2023.0417,419.47,7.6124,3193.1556,57.9480
2023.1250,420.31,7.6124,3199.5673,57.9486
2023.2083,420.99,7.6124,3204.7610,57.9492
2023.2917,423.31,7.6125,3222.4393,57.9499
2023.3750,424.00,7.6125,3227.7094,57.9505
2023.4583,423.68,7.6126,3225.2908,57.9511
2023.5417,421.83,7.6126,3211.2250,57.9517
2023.6250,419.68,7.6126,3194.8752,57.9524
2023.7083,418.50,7.6127,3185.9095,57.9530
2023.7917,418.82,7.6127,3188.3628,57.9536
2023.8750,420.46,7.6128,3200.8650,57.9543
2023.9583,421.86,7.6128,3211.5402,57.9549
2024.0417,422.80,7.6129,3218.7137,57.9555
2024.1250,424.55,7.6129,3232.0536,57.9561
2024.2083,425.38,7.6129,3238.3898,57.9568
2024.2917,426.51,7.6130,3247.0100,57.9574
2024.3750,426.90,7.6130,3249.9967,57.9580
2024.4583,426.91,7.6131,3250.0904,57.9586
2024.5417,425.55,7.6131,3239.7541,57.9593
2024.6250,422.99,7.6131,3220.2820,57.9599
2024.7083,422.03,7.6132,3212.9907,57.9605
2024.7917,422.38,7.6132,3215.6728,57.9612
2024.8750,423.85,7.6133,3226.8816,57.9618
2024.9583,425.40,7.6133,3238.6997,57.9624
2025.0417,426.65,7.6133,3248.2339,57.9630
2025.1250,427.09,7.6134,3251.6013,57.9637
2025.2083,428.15,7.6134,3259.6891,57.9643
2025.2917,429.64,7.6135,3271.0508,57.9649
2025.3750,430.51,7.6135,3277.6923,57.9655
