x,y,ln(x),ln(y),ln(x)ln(y),ln(x)^2
1991.7917,352.43,7.5968,5.8649,44.5540,57.7112
1991.8750,353.89,7.5968,5.8690,44.5857,57.7119
1991.9583,355.21,7.5969,5.8727,44.6142,57.7125
1992.0417,356.34,7.5969,5.8759,44.6386,57.7131
1992.1250,357.21,7.5970,5.8783,44.6574,57.7138
1992.2083,357.97,7.5970,5.8804,44.6738,57.7144
1992.2917,359.22,7.5970,5.8839,44.7005,57.7150
1992.3750,359.71,7.5971,5.8853,44.7111,57.7157
1992.4583,359.44,7.5971,5.8845,44.7056,57.7163
1992.5417,357.15,7.5972,5.8782,44.6573,57.7169
1992.6250,354.99,7.5972,5.8721,44.6115,57.7176
1992.7083,353.01,7.5972,5.8665,44.5692,57.7182
1992.7917,353.40,7.5973,5.8676,44.5779,57.7188
1992.8750,354.42,7.5973,5.8705,44.6000,57.7195
1992.9583,355.68,7.5974,5.8740,44.6272,57.7201
1993.0417,357.10,7.5974,5.8780,44.6577,57.7207
1993.1250,357.42,7.5975,5.8789,44.6648,57.7214
1993.2083,358.59,7.5975,5.8822,44.6899,57.7220
1993.2917,359.39,7.5975,5.8844,44.7070,57.7227
1993.3750,360.30,7.5976,5.8869,44.7265,57.7233
1993.4583,359.64,7.5976,5.8851,44.7128,57.7239
1993.5417,357.45,7.5977,5.8790,44.6667,57.7246
1993.6250,355.76,7.5977,5.8743,44.6309,57.7252
1993.7083,354.14,7.5978,5.8697,44.5965,57.7258
1993.7917,354.23,7.5978,5.8699,44.5986,57.7265
1993.8750,355.53,7.5978,5.8736,44.6267,57.7271
1993.9583,357.03,7.5979,5.8778,44.6590,57.7277
1994.0417,358.36,7.5979,5.8815,44.6874,57.7284
1994.1250,359.04,7.5980,5.8834,44.7021,57.7290
1994.2083,360.11,7.5980,5.8864,44.7250,57.7296
1994.2917,361.36,7.5980,5.8899,44.7515,57.7303
1994.3750,361.78,7.5981,5.8910,44.7606,57.7309
1994.4583,360.94,7.5981,5.8887,44.7432,57.7315
1994.5417,359.51,7.5982,5.8847,44.7133,57.7322
1994.6250,357.59,7.5982,5.8794,44.6728,57.7328
1994.7083,355.86,7.5983,5.8745,44.6362,57.7335
1994.7917,356.21,7.5983,5.8755,44.6439,57.7341
1994.8750,357.65,7.5983,5.8796,44.6748,57.7347
1994.9583,359.10,7.5984,5.8836,44.7058,57.7354
1995.0417,360.04,7.5984,5.8862,44.7259,57.7360
1995.1250,361.00,7.5985,5.8889,44.7464,57.7366
1995.2083,361.98,7.5985,5.8916,44.7673,57.7373
1995.2917,363.44,7.5985,5.8956,44.7981,57.7379
1995.3750,363.83,7.5986,5.8967,44.8065,57.7385
1995.4583,363.33,7.5986,5.8953,44.7963,57.7392
1995.5417,361.78,7.5987,5.8910,44.7640,57.7398
1995.6250,359.33,7.5987,5.8842,44.7127,57.7404
1995.7083,358.32,7.5988,5.8814,44.6915,57.7411
1995.7917,358.14,7.5988,5.8809,44.6879,57.7417
1995.8750,359.61,7.5988,5.8850,44.7193,57.7423
1995.9583,360.82,7.5989,5.8884,44.7451,57.7430
1996.0417,362.20,7.5989,5.8922,44.7743,57.7436
1996.1250,363.36,7.5990,5.8954,44.7989,57.7442
1996.2083,364.28,7.5990,5.8979,44.8183,57.7449
1996.2917,364.69,7.5990,5.8990,44.8271,57.7455
1996.3750,365.25,7.5991,5.9006,44.8390,57.7461
1996.4583,365.06,7.5991,5.9001,44.8353,57.7468
1996.5417,363.69,7.5992,5.8963,44.8070,57.7474
1996.6250,361.55,7.5992,5.8904,44.7624,57.7480
1996.7083,359.69,7.5993,5.8852,44.7235,57.7487
1996.7917,359.72,7.5993,5.8853,44.7243,57.7493
1996.8750,361.04,7.5993,5.8890,44.7524,57.7499
1996.9583,362.39,7.5994,5.8927,44.7810,57.7506
1997.0417,363.24,7.5994,5.8951,44.7991,57.7512
1997.1250,364.21,7.5995,5.8977,44.8196,57.7519
1997.2083,364.65,7.5995,5.8989,44.8290,57.7525
1997.2917,366.48,7.5995,5.9039,44.8673,57.7531
1997.3750,366.77,7.5996,5.9047,44.8736,57.7538
1997.4583,365.73,7.5996,5.9019,44.8522,57.7544
1997.5417,364.46,7.5997,5.8984,44.8260,57.7550
1997.6250,362.40,7.5997,5.8927,44.7832,57.7557
1997.7083,360.44,7.5998,5.8873,44.7422,57.7563
1997.7917,360.97,7.5998,5.8888,44.7536,57.7569
1997.8750,362.65,7.5998,5.8934,44.7892,57.7576
1997.9583,364.51,7.5999,5.8986,44.8283,57.7582
1998.0417,365.39,7.5999,5.9010,44.8469,57.7588
1998.1250,366.10,7.6000,5.9029,44.8619,57.7595
1998.2083,367.36,7.6000,5.9063,44.8882,57.7601
1998.2917,368.79,7.6000,5.9102,44.9180,57.7607
1998.3750,369.56,7.6001,5.9123,44.9341,57.7614
1998.4583,369.13,7.6001,5.9111,44.9255,57.7620
1998.5417,367.98,7.6002,5.9080,44.9020,57.7626
1998.6250,366.10,7.6002,5.9029,44.8634,57.7633
1998.7083,364.16,7.6003,5.8976,44.8232,57.7639
1998.7917,364.54,7.6003,5.8986,44.8314,57.7645
1998.8750,365.67,7.6003,5.9017,44.8552,57.7652
1998.9583,367.30,7.6004,5.9062,44.8892,57.7658
1999.0417,368.35,7.6004,5.9090,44.9112,57.7664
1999.1250,369.28,7.6005,5.9116,44.9306,57.7671
1999.2083,369.84,7.6005,5.9131,44.9423,57.7677
1999.2917,371.15,7.6005,5.9166,44.9695,57.7683
1999.3750,371.12,7.6006,5.9165,44.9691,57.7690
1999.4583,370.46,7.6006,5.9147,44.9558,57.7696
1999.5417,369.61,7.6007,5.9124,44.9386,57.7702
1999.6250,367.06,7.6007,5.9055,44.8862,57.7709
1999.7083,364.95,7.6008,5.8998,44.8426,57.7715
1999.7917,365.52,7.6008,5.9013,44.8548,57.7721
1999.8750,366.88,7.6008,5.9050,44.8832,57.7728
1999.9583,368.26,7.6009,5.9088,44.9120,57.7734
2000.0417,369.45,7.6009,5.9120,44.9368,57.7740
2000.1250,369.71,7.6010,5.9127,44.9424,57.7747
2000.2083,370.75,7.6010,5.9155,44.9640,57.7753
2000.2917,371.98,7.6010,5.9188,44.9894,57.7759
2000.3750,371.74,7.6011,5.9182,44.9847,57.7766
2000.4583,371.87,7.6011,5.9185,44.9876,57.7772
2000.5417,370.02,7.6012,5.9136,44.9500,57.7778
2000.6250,368.27,7.6012,5.9088,44.9142,57.7785
2000.7083,367.15,7.6013,5.9058,44.8913,57.7791
2000.7917,367.18,7.6013,5.9059,44.8921,57.7797
2000.8750,368.53,7.6013,5.9095,44.9203,57.7804
2000.9583,369.83,7.6014,5.9130,44.9473,57.7810
2001.0417,370.76,7.6014,5.9156,44.9666,57.7816
2001.1250,371.69,7.6015,5.9181,44.9859,57.7823
2001.2083,372.63,7.6015,5.9206,45.0054,57.7829
2001.2917,373.55,7.6015,5.9231,45.0244,57.7835
2001.3750,374.03,7.6016,5.9243,45.0344,57.7842
2001.4583,373.40,7.6016,5.9227,45.0218,57.7848
2001.5417,371.68,7.6017,5.9180,44.9870,57.7854
2001.6250,369.78,7.6017,5.9129,44.9482,57.7861
2001.7083,368.34,7.6018,5.9090,44.9188,57.7867
2001.7917,368.61,7.6018,5.9097,44.9246,57.7873
2001.8750,369.94,7.6018,5.9133,44.9523,57.7880
2001.9583,371.42,7.6019,5.9173,44.9829,57.7886
2002.0417,372.70,7.6019,5.9208,45.0093,57.7892
2002.1250,373.37,7.6020,5.9226,45.0232,57.7899
2002.2083,374.30,7.6020,5.9251,45.0423,57.7905
2002.2917,375.19,7.6020,5.9274,45.0606,57.7911
2002.3750,375.93,7.6021,5.9294,45.0759,57.7918
2002.4583,375.69,7.6021,5.9288,45.0712,57.7924
2002.5417,374.16,7.6022,5.9247,45.0405,57.7930
2002.6250,372.03,7.6022,5.9190,44.9973,57.7937
2002.7083,370.92,7.6023,5.9160,44.9748,57.7943
2002.7917,370.73,7.6023,5.9155,44.9712,57.7949
2002.8750,372.43,7.6023,5.9200,45.0062,57.7956
2002.9583,373.98,7.6024,5.9242,45.0380,57.7962
2003.0417,375.07,7.6024,5.9271,45.0604,57.7968
2003.1250,375.82,7.6025,5.9291,45.0758,57.7975
2003.2083,376.64,7.6025,5.9313,45.0927,57.7981
2003.2917,377.92,7.6025,5.9347,45.1187,57.7987
2003.3750,378.78,7.6026,5.9370,45.1362,57.7994
2003.4583,378.46,7.6026,5.9361,45.1301,57.8000
2003.5417,376.88,7.6027,5.9319,45.0985,57.8006
2003.6250,374.57,7.6027,5.9258,45.0520,57.8012
2003.7083,373.34,7.6028,5.9225,45.0272,57.8019
2003.7917,373.31,7.6028,5.9224,45.0269,57.8025
2003.8750,374.84,7.6028,5.9265,45.0582,57.8031
2003.9583,376.17,7.6029,5.9300,45.0854,57.8038
2004.0417,377.17,7.6029,5.9327,45.1058,57.8044
2004.1250,378.05,7.6030,5.9350,45.1238,57.8050
2004.2083,379.06,7.6030,5.9377,45.1443,57.8057
2004.2917,380.54,7.6030,5.9416,45.1742,57.8063
2004.3750,380.80,7.6031,5.9423,45.1796,57.8069
2004.4583,379.87,7.6031,5.9398,45.1613,57.8076
2004.5417,377.65,7.6032,5.9340,45.1170,57.8082
2004.6250,376.17,7.6032,5.9300,45.0874,57.8088
2004.7083,374.43,7.6033,5.9254,45.0524,57.8095
2004.7917,374.63,7.6033,5.9259,45.0567,57.8101
2004.8750,376.33,7.6033,5.9305,45.0913,57.8107
2004.9583,377.68,7.6034,5.9340,45.1188,57.8114
2005.0417,378.63,7.6034,5.9366,45.1382,57.8120
2005.1250,379.91,7.6035,5.9399,45.1641,57.8126
2005.2083,380.95,7.6035,5.9427,45.1851,57.8133
2005.2917,382.48,7.6035,5.9467,45.2158,57.8139
2005.3750,382.64,7.6036,5.9471,45.2192,57.8145
2005.4583,382.40,7.6036,5.9465,45.2147,57.8152
2005.5417,380.93,7.6037,5.9426,45.1857,57.8158
2005.6250,378.93,7.6037,5.9374,45.1459,57.8164
2005.7083,376.89,7.6038,5.9320,45.1051,57.8171
2005.7917,377.19,7.6038,5.9327,45.1114,57.8177
2005.8750,378.54,7.6038,5.9363,45.1388,57.8183
2005.9583,380.31,7.6039,5.9410,45.1745,57.8189
2006.0417,381.58,7.6039,5.9443,45.2001,57.8196
2006.1250,382.40,7.6040,5.9465,45.2167,57.8202
2006.2083,382.86,7.6040,5.9477,45.2261,57.8208
2006.2917,384.80,7.6040,5.9527,45.2648,57.8215
2006.3750,385.22,7.6041,5.9538,45.2733,57.8221
2006.4583,384.24,7.6041,5.9513,45.2542,57.8227
2006.5417,382.65,7.6042,5.9471,45.2229,57.8234
2006.6250,380.60,7.6042,5.9417,45.1823,57.8240
2006.7083,379.04,7.6043,5.9376,45.1513,57.8246
2006.7917,379.33,7.6043,5.9384,45.1574,57.8253
2006.8750,380.35,7.6043,5.9411,45.1780,57.8259
2006.9583,382.02,7.6044,5.9455,45.2116,57.8265
2007.0417,383.10,7.6044,5.9483,45.2333,57.8272
2007.1250,384.12,7.6045,5.9510,45.2538,57.8278
2007.2083,384.81,7.6045,5.9527,45.2677,57.8284
2007.2917,386.73,7.6045,5.9577,45.3058,57.8291
2007.3750,386.78,7.6046,5.9579,45.3070,57.8297
2007.4583,386.33,7.6046,5.9567,45.2984,57.8303
2007.5417,384.73,7.6047,5.9525,45.2671,57.8309
2007.6250,382.24,7.6047,5.9460,45.2180,57.8316
2007.7083,381.20,7.6047,5.9433,45.1975,57.8322
2007.7917,381.37,7.6048,5.9438,45.2011,57.8328
2007.8750,382.70,7.6048,5.9473,45.2278,57.8335
2007.9583,384.19,7.6049,5.9511,45.2576,57.8341
2008.0417,385.78,7.6049,5.9553,45.2893,57.8347
2008.1250,386.06,7.6050,5.9560,45.2951,57.8354
2008.2083,386.28,7.6050,5.9566,45.2996,57.8360
2008.2917,387.33,7.6050,5.9593,45.3205,57.8366
2008.3750,388.78,7.6051,5.9630,45.3492,57.8373
2008.4583,387.99,7.6051,5.9610,45.3340,57.8379
2008.5417,386.61,7.6052,5.9574,45.3071,57.8385
2008.6250,384.32,7.6052,5.9515,45.2622,57.8392
2008.7083,383.41,7.6052,5.9491,45.2444,57.8398
2008.7917,383.22,7.6053,5.9486,45.2409,57.8404
2008.8750,384.41,7.6053,5.9517,45.2647,57.8410
2008.9583,385.79,7.6054,5.9553,45.2922,57.8417
2009.0417,387.17,7.6054,5.9589,45.3196,57.8423
2009.1250,387.70,7.6055,5.9602,45.3303,57.8429
2009.2083,389.04,7.6055,5.9637,45.3568,57.8436
2009.2917,389.76,7.6055,5.9655,45.3711,57.8442
2009.3750,390.36,7.6056,5.9671,45.3830,57.8448
2009.4583,389.70,7.6056,5.9654,45.3704,57.8455
2009.5417,388.24,7.6057,5.9616,45.3421,57.8461
2009.6250,386.29,7.6057,5.9566,45.3040,57.8467
2009.7083,384.95,7.6057,5.9531,45.2779,57.8474
2009.7917,384.64,7.6058,5.9523,45.2720,57.8480
2009.8750,386.23,7.6058,5.9564,45.3036,57.8486
2009.9583,387.63,7.6059,5.9601,45.3314,57.8492
2010.0417,388.91,7.6059,5.9633,45.3567,57.8499
2010.1250,390.41,7.6060,5.9672,45.3862,57.8505
2010.2083,391.37,7.6060,5.9697,45.4051,57.8511
2010.2917,392.67,7.6060,5.9730,45.4306,57.8518
2010.3750,393.21,7.6061,5.9743,45.4413,57.8524
2010.4583,392.38,7.6061,5.9722,45.4255,57.8530
2010.5417,390.41,7.6062,5.9672,45.3875,57.8537
2010.6250,388.54,7.6062,5.9624,45.3512,57.8543
2010.7083,387.03,7.6062,5.9585,45.3218,57.8549
2010.7917,387.43,7.6063,5.9595,45.3299,57.8556
2010.8750,388.87,7.6063,5.9632,45.3584,57.8562
2010.9583,389.99,7.6064,5.9661,45.3805,57.8568
2011.0417,391.50,7.6064,5.9700,45.4101,57.8574
2011.1250,392.05,7.6064,5.9714,45.4211,57.8581
2011.2083,392.80,7.6065,5.9733,45.4359,57.8587
2011.2917,393.44,7.6065,5.9749,45.4485,57.8593
2011.3750,394.41,7.6066,5.9774,45.4675,57.8600
2011.4583,393.95,7.6066,5.9762,45.4588,57.8606
2011.5417,392.72,7.6067,5.9731,45.4353,57.8612
2011.6250,390.33,7.6067,5.9670,45.3891,57.8619
2011.7083,389.28,7.6067,5.9643,45.3689,57.8625
2011.7917,389.19,7.6068,5.9641,45.3674,57.8631
2011.8750,390.48,7.6068,5.9674,45.3928,57.8637
2011.9583,392.06,7.6069,5.9714,45.4237,57.8644
2012.0417,393.31,7.6069,5.9746,45.4482,57.8650
2012.1250,394.04,7.6069,5.9765,45.4626,57.8656
2012.2083,394.59,7.6070,5.9778,45.4734,57.8663
2012.2917,396.38,7.6070,5.9824,45.5081,57.8669
2012.3750,396.93,7.6071,5.9838,45.5189,57.8675
2012.4583,395.91,7.6071,5.9812,45.4996,57.8682
2012.5417,394.56,7.6072,5.9778,45.4738,57.8688
2012.6250,392.59,7.6072,5.9728,45.4360,57.8694
2012.7083,391.32,7.6072,5.9695,45.4116,57.8700
2012.7917,391.27,7.6073,5.9694,45.4109,57.8707
2012.8750,393.20,7.6073,5.9743,45.4485,57.8713
2012.9583,394.57,7.6074,5.9778,45.4753,57.8719
2013.0417,395.78,7.6074,5.9809,45.4988,57.8726
2013.1250,397.03,7.6074,5.9840,45.5230,57.8732
2013.2083,397.66,7.6075,5.9856,45.5353,57.8738
2013.2917,398.64,7.6075,5.9881,45.5543,57.8745
2013.3750,400.02,7.6076,5.9915,45.5809,57.8751
2013.4583,398.81,7.6076,5.9885,45.5581,57.8757
2013.5417,397.51,7.6077,5.9852,45.5335,57.8763
2013.6250,395.39,7.6077,5.9799,45.4930,57.8770
2013.7083,393.72,7.6077,5.9756,45.4611,57.8776
2013.7917,393.90,7.6078,5.9761,45.4648,57.8782
2013.8750,395.36,7.6078,5.9798,45.4932,57.8789
2013.9583,397.03,7.6079,5.9840,45.5255,57.8795
2014.0417,398.04,7.6079,5.9866,45.5451,57.8801
2014.1250,398.27,7.6079,5.9871,45.5497,57.8808
2014.2083,399.91,7.6080,5.9912,45.5812,57.8814
2014.2917,401.51,7.6080,5.9952,45.6119,57.8820
2014.3750,401.96,7.6081,5.9964,45.6206,57.8826
2014.4583,401.43,7.6081,5.9950,45.6108,57.8833
2014.5417,399.27,7.6081,5.9896,45.5700,57.8839
2014.6250,397.18,7.6082,5.9844,45.5304,57.8845
2014.7083,395.54,7.6082,5.9803,45.4991,57.8852
2014.7917,396.16,7.6083,5.9818,45.5113,57.8858
2014.8750,397.40,7.6083,5.9849,45.5353,57.8864
2014.9583,399.08,7.6084,5.9892,45.5677,57.8870
2015.0417,400.18,7.6084,5.9919,45.5889,57.8877
2015.1250,400.55,7.6084,5.9928,45.5961,57.8883
2015.2083,401.74,7.6085,5.9958,45.6190,57.8889
2015.2917,403.34,7.6085,5.9998,45.6494,57.8896
2015.3750,404.15,7.6086,6.0018,45.6650,57.8902
2015.4583,402.97,7.6086,5.9989,45.6430,57.8908
2015.5417,401.46,7.6086,5.9951,45.6146,57.8915
2015.6250,399.11,7.6087,5.9892,45.5702,57.8921
2015.7083,397.82,7.6087,5.9860,45.5458,57.8927
2015.7917,398.49,7.6088,5.9877,45.5589,57.8933
2015.8750,400.27,7.6088,5.9921,45.5930,57.8940
2015.9583,402.06,7.6088,5.9966,45.6272,57.8946
2016.0417,402.73,7.6089,5.9983,45.6402,57.8952
2016.1250,404.25,7.6089,6.0020,45.6691,57.8959
2016.2083,405.06,7.6090,6.0040,45.6845,57.8965
2016.2917,407.60,7.6090,6.0103,45.7324,57.8971
2016.3750,407.90,7.6091,6.0110,45.7382,57.8977
2016.4583,406.99,7.6091,6.0088,45.7215,57.8984
2016.5417,404.59,7.6091,6.0029,45.6767,57.8990
2016.6250,402.45,7.6092,5.9976,45.6366,57.8996
2016.7083,401.23,7.6092,5.9945,45.6137,57.9003
2016.7917,401.79,7.6093,5.9959,45.6246,57.9009
2016.8750,403.72,7.6093,6.0007,45.6613,57.9015
2016.9583,404.64,7.6093,6.0030,45.6789,57.9021
2017.0417,406.36,7.6094,6.0072,45.7114,57.9028
2017.1250,406.65,7.6094,6.0080,45.7171,57.9034
2017.2083,407.54,7.6095,6.0101,45.7340,57.9040
2017.2917,409.22,7.6095,6.0143,45.7655,57.9047
2017.3750,409.89,7.6096,6.0159,45.7782,57.9053
2017.4583,409.08,7.6096,6.0139,45.7634,57.9059
2017.5417,407.33,7.6096,6.0096,45.7310,57.9065
2017.6250,405.32,7.6097,6.0047,45.6936,57.9072
2017.7083,403.57,7.6097,6.0003,45.6610,57.9078
2017.7917,403.82,7.6098,6.0010,45.6659,57.9084
2017.8750,405.31,7.6098,6.0047,45.6942,57.9091
2017.9583,407.00,7.6098,6.0088,45.7261,57.9097
2018.0417,408.15,7.6099,6.0116,45.7478,57.9103
2018.1250,408.52,7.6099,6.0125,45.7550,57.9109
2018.2083,409.59,7.6100,6.0152,45.7751,57.9116
2018.2917,410.45,7.6100,6.0173,45.7913,57.9122
2018.3750,411.44,7.6100,6.0197,45.8099,57.9128
2018.4583,410.99,7.6101,6.0186,45.8018,57.9135
2018.5417,408.90,7.6101,6.0135,45.7633,57.9141
2018.6250,407.16,7.6102,6.0092,45.7311,57.9147
2018.7083,405.71,7.6102,6.0056,45.7042,57.9153
2018.7917,406.19,7.6103,6.0068,45.7134,57.9160
2018.8750,408.21,7.6103,6.0118,45.7514,57.9166
2018.9583,409.27,7.6103,6.0144,45.7714,57.9172
2019.0417,411.03,7.6104,6.0187,45.8043,57.9179
2019.1250,411.96,7.6104,6.0209,45.8218,57.9185
2019.2083,412.18,7.6105,6.0215,45.8261,57.9191
2019.2917,413.54,7.6105,6.0248,45.8514,57.9197
2019.3750,414.86,7.6105,6.0279,45.8759,57.9204
2019.4583,414.15,7.6106,6.0262,45.8631,57.9210
2019.5417,411.96,7.6106,6.0209,45.8230,57.9216
2019.6250,410.17,7.6107,6.0166,45.7901,57.9223
2019.7083,408.76,7.6107,6.0131,45.7642,57.9229
2019.7917,408.74,7.6107,6.0131,45.7640,57.9235
2019.8750,410.47,7.6108,6.0173,45.7964,57.9241
2019.9583,411.97,7.6108,6.0210,45.8244,57.9248
2020.0417,413.59,7.6109,6.0249,45.8546,57.9254
2020.1250,414.32,7.6109,6.0266,45.8682,57.9260
2020.2083,414.72,7.6110,6.0276,45.8758,57.9266
2020.2917,416.42,7.6110,6.0317,45.9072,57.9273
2020.3750,417.28,7.6110,6.0338,45.9232,57.9279
2020.4583,416.58,7.6111,6.0321,45.9106,57.9285
2020.5417,414.58,7.6111,6.0273,45.8743,57.9292
2020.6250,412.75,7.6112,6.0228,45.8408,57.9298
2020.7083,411.50,7.6112,6.0198,45.8180,57.9304
2020.7917,411.49,7.6112,6.0198,45.8181,57.9310
2020.8750,413.10,7.6113,6.0237,45.8480,57.9317
2020.9583,414.23,7.6113,6.0264,45.8691,57.9323
2021.0417,415.49,7.6114,6.0295,45.8924,57.9329
2021.1250,416.72,7.6114,6.0324,45.9152,57.9336
2021.2083,417.61,7.6115,6.0345,45.9317,57.9342
2021.2917,419.01,7.6115,6.0379,45.9574,57.9348
2021.3750,419.09,7.6115,6.0381,45.9591,57.9354
2021.4583,418.93,7.6116,6.0377,45.9564,57.9361
2021.5417,416.90,7.6116,6.0328,45.9197,57.9367
2021.6250,414.42,7.6117,6.0269,45.8745,57.9373
2021.7083,413.26,7.6117,6.0241,45.8535,57.9379
2021.7917,413.90,7.6117,6.0256,45.8655,57.9386
2021.8750,414.97,7.6118,6.0282,45.8854,57.9392
2021.9583,416.67,7.6118,6.0323,45.9168,57.9398
2022.0417,418.13,7.6119,6.0358,45.9436,57.9405
2022.1250,419.24,7.6119,6.0384,45.9641,57.9411
2022.2083,418.76,7.6119,6.0373,45.9556,57.9417
2022.2917,420.19,7.6120,6.0407,45.9818,57.9423
2022.3750,420.97,7.6120,6.0426,45.9961,57.9430
2022.4583,420.94,7.6121,6.0425,45.9959,57.9436
2022.5417,418.85,7.6121,6.0375,45.9582,57.9442
2022.6250,417.15,7.6122,6.0334,45.9275,57.9448
2022.7083,415.91,7.6122,6.0305,45.9051,57.9455
2022.7917,415.74,7.6122,6.0301,45.9022,57.9461
2022.8750,417.47,7.6123,6.0342,45.9341,57.9467
2022.9583,418.99,7.6123,6.0378,45.9620,57.9474
2023.0417,419.47,7.6124,6.0390,45.9710,57.9480
2023.1250,420.31,7.6124,6.0410,45.9864,57.9486
2023.2083,420.99,7.6124,6.0426,45.9990,57.9492
2023.2917,423.31,7.6125,6.0481,46.0411,57.9499
2023.3750,424.00,7.6125,6.0497,46.0537,57.9505
2023.4583,423.68,7.6126,6.0490,46.0482,57.9511
2023.5417,421.83,7.6126,6.0446,46.0152,57.9517
2023.6250,419.68,7.6126,6.0395,45.9765,57.9524
2023.7083,418.50,7.6127,6.0367,45.9553,57.9530
2023.7917,418.82,7.6127,6.0374,45.9614,57.9536
2023.8750,420.46,7.6128,6.0413,45.9914,57.9543
2023.9583,421.86,7.6128,6.0447,46.0170,57.9549
2024.0417,422.80,7.6129,6.0469,46.0341,57.9555
2024.1250,424.55,7.6129,6.0510,46.0658,57.9561
2024.2083,425.38,7.6129,6.0530,46.0810,57.9568
2024.2917,426.51,7.6130,6.0556,46.1014,57.9574
2024.3750,426.90,7.6130,6.0565,46.1086,57.9580
2024.4583,426.91,7.6131,6.0566,46.1090,57.9586
2024.5417,425.55,7.6131,6.0534,46.0850,57.9593
2024.6250,422.99,7.6131,6.0473,46.0393,57.9599
2024.7083,422.03,7.6132,6.0451,46.0223,57.9605
2024.7917,422.38,7.6132,6.0459,46.0288,57.9612
2024.8750,423.85,7.6133,6.0494,46.0555,57.9618
2024.9583,425.40,7.6133,6.0530,46.0836,57.9624
2025.0417,426.65,7.6133,6.0560,46.1061,57.9630
2025.1250,427.09,7.6134,6.0570,46.1142,57.9637
2025.2083,428.15,7.6134,6.0595,46.1334,57.9643
2025.2917,429.64,7.6135,6.0629,46.1601,57.9649
2025.3750,430.51,7.6135,6.0650,46.1757,57.9655
