x,y,xy,x^4,x^3,x^2,x^2y
1980.5417,339.45,672294.8801,15386362614631.5625,7768764785.2260,3922545.4254,1331508044.665231
1980.6250,337.67,668797.6438,15388951330371.2461,7769745070.5566,3922875.3906,1324637333.1523438
1980.7083,336.25,666013.1659,15391540372755.7402,7770725438.3474,3923205.3697,1319177805.5578892
1980.7917,336.14,665823.3220,15394132850495.1113,7771707065.6622,3923535.7588,1318857309.9592974
1980.8750,337.30,668149.1375,15396722546643.8672,7772687598.4824,3923865.7656,1323519922.7453125
1980.9583,338.29,670138.3833,15399312569519.9004,7773668213.7731,3924195.7863,1327516192.560583
1981.0417,339.29,672147.6384,15401906029010.4863,7774650088.8954,3924526.2171,1331552500.2130542
1981.1250,340.55,674672.1188,15404496705815.8203,7775630869.2363,3924856.2656,1336609801.2585938
1981.2083,341.63,676840.1915,15407087709430.9062,7776611732.0581,3925186.3280,1340961405.2308445
1981.2917,342.60,678790.5364,15409682150920.5312,7777593855.0192,3925516.8005,1344882055.847494
1981.3750,343.04,679690.8800,15412273808629.9805,7778574882.9121,3925846.8906,1346722517.3600001
1981.4583,342.54,678728.7261,15414865793231.6660,7779555993.2963,3926176.9946,1344872667.7436054
1981.5417,340.82,675349.0422,15417461216968.1855,7780538364.1274,3926507.5088,1338232289.1624706
1981.6250,338.48,670740.4300,15420053855829.3164,7781519639.6035,3926837.6406,1329156004.59875
1981.7083,336.95,667736.6117,15422646821665.1816,7782500997.5813,3927167.7863,1323259185.5900414
1981.7917,337.05,667962.8925,15425243227896.4785,7783483616.3137,3927498.3422,1323763316.2347655
1981.8750,338.58,671023.2375,15427836848156.8906,7784465139.4043,3927828.5156,1329884178.8203125
1981.9583,339.91,673687.4458,15430430795474.5430,7785446745.0070,3928158.7029,1335220424.715958
1982.0417,340.93,675737.4768,15433028184448.5371,7786429611.6719,3928489.3005,1339339857.2327237
1982.1250,341.76,677411.0400,15435622786355.8594,7787411382.4082,3928819.5156,1342713357.6599998
1982.2083,342.78,679461.3611,15438217715402.9395,7788393235.6670,3929149.7446,1346833949.4501796
1982.2917,343.96,681829.0531,15440816087367.5781,7789376350.2958,3929480.3839,1351584072.8424225
1982.3750,344.77,683463.4287,15443411671169.4727,7790358368.7090,3929810.6406,1354880814.5682812
1982.4583,343.88,681727.7602,15446007582193.6523,7791340469.6551,3930140.9112,1351496856.5568295
1982.5417,342.42,678861.9289,15448606937396.9141,7792323832.2790,3930471.5922,1345872082.6144407
1982.6250,340.24,674568.3300,15451203503341.0742,7793306098.4004,3930801.8906,1337416035.2662501
1982.7083,338.37,670889.0075,15453800396590.0566,7794288447.0651,3931132.2029,1330177203.4915137
1982.7917,338.41,670996.5392,15456400735279.9531,7795272057.7154,3931462.9256,1330446368.6485364
1982.8750,339.44,673067.0900,15458998283614.1016,7796254571.5762,3931793.2656,1334607906.08375
1982.9583,340.78,675752.5295,15461596159335.6211,7797237167.9907,3932123.6195,1339989087.066463
1983.0417,341.57,677347.5535,15464197481760.1953,7798221026.6986,3932454.3839,1343208443.9220066
1983.1250,342.79,679795.4188,15466796012732.0859,7799203788.3301,3932784.7656,1348119289.8085938
1983.2083,343.37,680974.2340,15469394871173.9082,7800186632.5256,3933115.1612,1350513752.8974292
1983.2917,345.40,685028.9532,15471997177581.2305,7801170739.3225,3933445.9673,1358612237.1015825
1983.3750,346.14,686525.4225,15474596691438.6523,7802153748.7559,3933776.3906,1361637359.8509374
1983.4583,345.76,685800.5418,15477196532848.5742,7803136840.7637,3934106.8278,1360256776.7935746
1983.5417,344.32,682973.0781,15479799823486.7520,7804121195.6808,3934437.6756,1354705580.4759824
1983.6250,342.51,679411.3987,15482400320477.5195,7805104452.9473,3934768.1406,1347697435.8454688
1983.7083,340.46,675373.3278,15485001145103.3672,7806087792.7987,3935098.6195,1339743675.9911873
1983.7917,340.53,675540.5876,15487605420220.5352,7807072395.8672,3935429.5090,1340131810.6959865
1983.8750,341.79,678068.6363,15490206900592.5000,7808055900.9980,3935760.0156,1345203415.7404687
1983.9583,343.20,680894.4886,15492808708682.1348,7809039488.7242,3936090.5361,1350866272.002867
1984.0417,344.21,682926.9936,15495413968526.4590,7810024339.9755,3936421.4673,1354955633.2727191
1984.1250,344.92,684364.3950,15498016432527.5000,7811008093.0020,3936752.0156,1357864505.2293751
1984.2083,345.68,685901.1251,15500619224328.8105,7811991928.6341,3937082.5778,1360970705.4900634
1984.2917,347.38,689303.2507,15503225469148.4922,7812977028.0995,3937413.5507,1367778719.2383065
1984.3750,347.77,690106.0938,15505828917026.5195,7813961029.0527,3937744.1406,1369429279.7851562
1984.4583,347.16,688924.5434,15508432692787.4297,7814945112.6221,3938074.7444,1367142028.279405
1984.5417,345.79,686234.6744,15511039922830.6953,7815930460.3328,3938405.7590,1361861327.4180577
1984.6250,343.74,682194.9975,15513644354833.6523,7816914709.2441,3938736.3906,1353901246.9134376
1984.7083,341.59,677956.5082,15516249114802.1133,7817899040.7820,3939067.0361,1345545908.8576038
1984.7917,341.86,678520.8906,15518857330317.2246,7818884636.7693,3939398.0924,1346722631.864066
1984.8750,343.31,681427.4363,15521462746693.0859,7819869133.6699,3939728.7656,1352548282.5267189
1984.9583,345.00,684810.6135,15524068491117.0820,7820853713.2075,3940059.4527,1359320511.194917
1985.0417,345.48,685792.2065,15526677692352.3320,7821839557.5027,3940390.5507,1361326127.469272
1985.1250,346.41,687667.1512,15529284093349.1016,7822824302.4238,3940721.2656,1365105253.6251564
1985.2083,347.91,690673.8197,15531890822476.6484,7823809129.9924,3941051.9944,1371131399.3678389
1985.2917,348.66,692191.8041,15534501009680.3613,7824795222.6267,3941383.1341,1374202643.5314326
1985.3750,349.28,693451.7800,15537108395546.0742,7825780215.5996,3941713.8906,1376761827.7175
1985.4583,348.65,692230.0363,15539716109625.2168,7826765291.2304,3942044.6610,1374393871.071209
1985.5417,346.90,688784.4157,15542327283045.7480,7827751632.2350,3942375.8424,1367610179.742051
1985.6250,345.26,685556.8875,15544935654028.4727,7828736873.2910,3942706.6406,1361258894.7421875
1985.7083,343.47,682031.2298,15547544353307.2910,7829722197.0152,3943037.4527,1354315073.8750532
1985.7917,343.35,681821.5802,15550156513193.0234,7830708786.4216,3943368.6758,1353955634.8321154
1985.8750,344.73,684590.6888,15552765869540.8594,7831694275.5918,3943699.5156,1359511534.0214064
1985.9583,346.12,687379.8868,15555375554267.4609,7832679847.4406,3944030.3693,1365107791.4355767
1986.0417,346.78,688719.5407,15557988700866.8145,7833666685.2800,3944361.6341,1367825727.486684
1986.1250,347.48,690138.7150,15560599042827.8906,7834652422.5957,3944692.5156,1370701755.329375
1986.2083,348.25,691697.0405,15563209713250.4160,7835638242.6004,3945023.4110,1373854402.876881
1986.2917,349.86,694924.0142,15565823846811.8379,7836625328.9040,3945354.7175,1380321801.460663
1986.3750,350.52,696264.1650,15568435174634.3164,7837611314.3965,3945685.6406,1383041730.751875
1986.4583,349.98,695220.6758,15571046831000.9375,7838597382.5884,3946016.5776,1381026881.842059
1986.5417,348.25,691813.1470,15573661951772.9082,7839584717.3875,3946347.9258,1374315665.1733935
1986.6250,346.17,687709.9763,15576274265704.9805,7840570951.0879,3946678.8906,1366221831.5676563
1986.7083,345.48,686367.9835,15578886908263.9004,7841557267.4982,3947009.8693,1363612969.6419258
1986.7917,344.82,685085.5140,15581503016494.9316,7842544850.8240,3947341.2592,1361122212.993513
1986.8750,346.22,687895.8625,15584116316784.8203,7843531332.7637,3947672.2656,1366763091.8046875
1986.9583,347.48,690428.2701,15586729945784.2734,7844517897.4236,3948003.2859,1371852181.7980456
1987.0417,348.73,692941.0520,15589347041722.9062,7845505729.3075,3948334.7175,1376902766.047337
1987.1250,348.92,693347.6550,15591961328618.8672,7846492459.5176,3948665.7656,1377768458.941875
1987.2083,349.81,695145.3354,15594575944307.1172,7847479272.4583,3948996.8276,1381398580.2588696
1987.2917,351.40,698334.3034,15597194028201.9258,7848467352.9316,3949328.3009,1387793964.9323559
1987.3750,352.15,699854.1062,15599809301952.2461,7849454331.4434,3949659.3906,1390872554.4085937
1987.4583,351.58,698750.5891,15602424904577.5898,7850441392.6962,3949990.4942,1388737657.964509
1987.5417,350.21,696056.9788,15605043976677.1816,7851429721.7901,3950322.0092,1383442270.8555515
1987.6250,348.20,692091.0250,15607660237530.1758,7852416948.6348,3950653.1406,1375617423.565625
1987.7083,346.66,689058.9593,15610276827340.9414,7853404258.2309,3950984.2859,1369648212.5462427
1987.7917,346.72,689207.1382,15612896887893.9492,7854392835.9767,3951315.8426,1370000228.94242
1987.8750,348.08,691939.5300,15615514136097.9688,7855380311.1855,3951647.0156,1375489293.19875
1987.9583,349.28,694354.0750,15618131713342.5156,7856367869.1563,3951978.2025,1380346946.5827832
1988.0417,350.51,696828.4963,15620752762597.6074,7857356695.5852,3952309.8009,1385324108.3270903
1988.1250,351.70,699223.5625,15623370998401.0312,7858344419.1895,3952641.0156,1390143845.1953125
1988.2083,352.50,700843.4258,15625989563327.7500,7859332225.5660,3952972.2442,1393422716.0765836
1988.2917,353.67,703199.1255,15628611601533.6250,7860321300.7094,3953303.8843,1398164984.7564518
1988.3750,354.35,704580.6813,15631230825184.8633,7861309272.7402,3953635.1406,1400970612.080469
1988.4583,353.88,703675.6232,15633850378042.1738,7862297327.5538,3953966.4108,1399229633.4676664
1988.5417,352.80,701557.5118,15636473405447.5625,7863286651.4429,3954298.0926,1395076367.0830004
1988.6250,350.49,696993.1763,15639093617195.0586,7864274871.9316,3954629.3906,1386058055.1201563
1988.7083,348.97,693999.5355,15641714158231.4141,7865263175.2135,3954960.7025,1380162636.347548
1988.7917,349.37,694824.1562,15644338175085.0781,7866252747.8796,3955292.4260,1381860514.8677385
1988.8750,350.42,696941.5775,15646959375177.3047,7867241216.8574,3955623.7656,1386129679.9503126
1988.9583,351.62,699357.5174,15649580904641.1895,7868229768.6388,3955955.1191,1390992938.9916165
1989.0417,353.07,702270.9530,15652205911191.9219,7869219590.1131,3956286.8843,1396846210.2535317
1989.1250,353.43,703016.4487,15654828099877.3828,7870208307.6113,3956618.2656,1398387593.6198437
1989.2083,354.08,704338.8749,15657450618017.3125,7871197107.9234,3956949.6608,1401076735.8921301
1989.2917,355.72,707630.8435,15660076614513.9355,7872187178.2373,3957281.4677,1407684163.6862922
1989.3750,355.95,708118.0312,15662699792041.1680,7873176144.2871,3957612.8906,1408712308.4179688
1989.4583,355.44,707133.0582,15665323299105.6875,7874165193.1612,3957944.3274,1406811731.744879
1989.5417,354.05,704397.2389,15667950285797.0566,7875155512.3459,3958276.1760,1401427680.126569
1989.6250,351.84,700029.6600,15670574452414.6289,7876144726.9785,3958607.6406,1392796512.2775
1989.7083,350.09,696576.9787,15673198948652.3164,7877134024.4459,3958939.1191,1385984996.2018294
1989.7917,350.33,697083.7263,15675826925787.3203,7878124592.5326,3959271.0094,1387051412.71921
1989.8750,351.55,699540.5563,15678452081743.8281,7879114055.7793,3959602.5156,1391998264.3679688
1989.9583,352.91,702276.1837,15681077567403.2930,7880103601.8711,3959934.0357,1397500320.5526118
1990.0417,353.86,704196.1560,15683706535230.8457,7881094418.8912,3960265.9677,1401379715.3440838
1990.1250,355.10,706693.3875,15686332680774.9219,7882084130.7832,3960597.5156,1406408177.7984376
1990.2083,355.75,708016.6027,15688959156104.8027,7883073925.5307,3960929.0774,1409100519.2810977
1990.2917,356.38,709300.1560,15691589114873.8574,7884064991.5155,3961261.0511,1411714213.3870587
1990.3750,357.38,711320.2175,15694216250254.1602,7885054952.0840,3961592.6406,1415793977.9065626
1990.4583,356.39,709379.4335,15696843715503.1309,7886044995.5184,3961924.2440,1411990181.33302
1990.5417,354.89,706423.3439,15699474665462.6641,7887036310.4991,3962256.2594,1406165123.9122677
1990.6250,353.06,702810.0625,15702102790927.8867,7888026519.7754,3962587.8906,1399031280.6640625
1990.7083,351.38,699495.0825,15704731246344.6484,7889016811.9280,3962919.5357,1392490666.4503622
1990.7917,351.69,700141.5330,15707363187743.6738,7890008375.9359,3963251.5928,1393835952.6679246
1990.8750,353.14,703057.5975,15709992303542.5391,7890998833.9512,3963583.2656,1399699794.4228125
1990.9583,354.41,705615.5311,15712621749375.8242,7891989374.8532,3963914.9523,1404851098.2584262
1991.0417,354.93,706680.4306,15715254682463.3848,7892981187.9196,3964247.0511,1407030205.8607264
1991.1250,355.82,708482.0975,15717884788844.6484,7893971894.7051,3964578.7656,1410676416.3846874
1991.2083,357.33,711518.4618,15720515225343.2246,7894962684.3878,3964910.4940,1416781466.81705
1991.2917,358.77,714415.7232,15723149150368.3926,7895954746.5439,3965242.6345,1422610099.975579
1991.3750,359.23,715361.6412,15725780247580.8398,7896945702.1309,3965574.3906,1424553288.3442187
1991.4583,358.23,713400.1068,15728411674993.5020,7897936740.6255,3965906.1606,1420706563.9256697
1991.5417,356.30,709586.3077,15731046592205.3848,7898929051.9025,3966238.3428,1413170721.5534966
1991.6250,353.97,704975.5013,15733678680497.8320,7899920256.3223,3966570.1406,1404046832.6770313
1991.7083,352.34,701758.5024,15736311099073.4062,7900911543.6600,3966901.9523,1397698233.8694675
1991.7917,352.43,701967.1488,15738947008721.1406,7901904104.0894,3967234.1762,1398172340.7142506
1991.8750,353.89,704904.6437,15741580088342.4375,7902895557.3730,3967566.0156,1404081937.2695312
1991.9583,355.21,707563.5077,15744213498329.7852,7903887093.5851,3967897.8689,1409437002.025783
1992.0417,356.34,709844.1394,15746850400662.5371,7904879903.1981,3968230.1345,1414039126.141588
1992.1250,357.21,711606.9712,15749484471861.5625,7905871605.3770,3968562.0156,1417610037.601406
1992.2083,357.97,713150.8052,15752118873509.5723,7906863390.4946,3968893.9106,1420744953.173505
1992.2917,359.22,715671.0245,15754756768776.5410,7907856449.3224,3969226.2179,1425825441.9900472
1992.3750,359.71,716677.2112,15757391831802.2070,7908848400.4277,3969558.1406,1427889758.7642186
1992.4583,359.44,716169.2114,15760027225359.8008,7909840434.4823,3969890.0772,1426937289.3627465
1992.5417,357.15,711636.2682,15762666113810.2188,7910833742.5562,3970222.4262,1417964939.5312195
1992.6250,354.99,707361.9487,15765302168911.4648,7911825942.6191,3970554.3906,1409507103.1279688
1992.7083,353.01,703445.9570,15767938554627.5938,7912818225.6418,3970886.3689,1401762597.081467
1992.7917,353.40,704252.5868,15770578436510.7227,7913811782.9930,3971218.7596,1403428709.6387136
1992.8750,354.42,706314.7575,15773215483936.5234,7914804232.0449,3971550.7656,1407597022.3528125
1992.9583,355.68,708855.4081,15775852862060.1719,7915796764.0669,3971882.7855,1412719269.1604724
1993.0417,357.10,711715.1911,15778493737625.3027,7916790570.7268,3972215.2179,1418478054.3259776
1993.1250,357.42,712382.7375,15781131777624.6641,7917783268.7988,3972547.2656,1419867843.6796875
1993.2083,358.59,714744.5643,15783770148404.8477,7918776049.8513,3972879.3272,1424634797.9366639
1993.2917,359.39,716369.1041,15786412017901.3047,7919770105.8512,3973211.8013,1427932589.2652142
1993.3750,360.30,718213.0125,15789051050723.2617,7920763052.9746,3973543.8906,1431667863.7921875
1993.4583,359.64,716927.3430,15791690414409.0254,7921756083.0889,3973875.9938,1429164762.4242184
1993.5417,357.45,712591.4807,15794333278086.1660,7922750388.4600,3974208.5096,1420580831.7704213
1993.6250,355.76,709252.0300,15796973303979.7852,7923743584.6660,3974540.6406,1413982578.30875
1993.7083,354.14,706051.8574,15799613660820.2070,7924736863.8733,3974872.7855,1407661448.2530355
1993.7917,354.23,706260.8339,15802257518927.4180,7925731418.6469,3975205.3430,1408136988.6469545
1993.8750,355.53,708882.3787,15804898538141.7969,7926724863.9668,3975537.5156,1413422852.9301562
1993.9583,357.03,711902.9318,15807539888385.9863,7927718392.2984,3975869.7021,1419504759.7546477
1994.0417,358.36,714584.7836,15810184741172.6855,7928713196.5057,3976202.3013,1424911856.7078047
1994.1250,359.04,715970.6400,15812826753956.9531,7929706890.9707,3976534.5156,1427734952.49
1994.2083,360.11,718134.3509,15815469097854.0488,7930700668.4578,3976866.7438,1432109483.1058173
1994.2917,361.36,720657.2487,15818114945569.6855,7931695722.1302,3977199.3847,1437200769.6511774
1994.3750,361.78,721524.9875,15820757952173.0039,7932689665.7715,3977531.6406,1438991396.9453125
1994.4583,360.94,719879.7788,15823401289972.1777,7933683692.4453,3977863.9104,1435770199.833813
1994.5417,359.51,717057.6866,15826048132866.2324,7934678995.6140,3978196.5930,1430201457.1634114
1994.6250,357.59,713257.9537,15828692133537.7930,7935673188.4629,3978528.8906,1422682145.9985936
1994.7083,355.86,709836.8956,15831336465488.2461,7936667464.3547,3978861.2021,1415917547.3753524
1994.7917,356.21,710564.7515,15833984303810.2305,7937663017.0510,3979193.9264,1417428668.5189865
1994.8750,357.65,713467.0437,15836629298799.2578,7938657459.1387,3979526.2656,1423277568.9007812
1994.9583,359.10,716389.5255,15839274625150.2266,7939651984.2797,3979858.6187,1429167229.9891355
1995.0417,360.04,718294.8137,15841923459149.6816,7940647786.5348,3980191.3847,1433028106.16139
1995.1250,361.00,720240.1250,15844569448705.4297,7941642477.8926,3980523.7656,1436969079.390625
1995.2083,361.98,722225.5004,15847215769706.1758,7942637252.3140,3980856.1604,1440990312.9375706
1995.2917,363.44,725168.8154,15849865599632.6797,7943633304.1593,3981188.9681,1446923318.562226
1995.3750,363.83,725977.2863,15852512584004.4336,7944628244.8184,3981521.3906,1448596927.5510936
1995.4583,363.33,725009.8641,15855159899904.2539,7945623268.5515,3981853.8270,1446726950.97804
1995.5417,361.78,721947.0762,15857810726007.4121,7946619570.0182,3982186.6764,1440675495.8020616
1995.6250,359.33,717087.9313,15860458705444.4883,7947614760.0098,3982519.1406,1431038602.8007812
1995.7083,358.32,715102.1981,15863107016492.7109,7948610033.0859,3982851.6187,1427135392.008603
1995.7917,358.14,714772.8394,15865758839022.1602,7949606584.2052,3983184.5098,1426537700.335793
1995.8750,359.61,717736.6088,15868407813773.9062,7950602023.5605,3983517.0156,1432512553.9889064
1995.9583,360.82,720181.6738,15871057120219.8906,7951597546.0108,3983849.5353,1437452589.3409781
1996.0417,362.20,722966.3037,15873709939425.2969,7952594346.8141,3984182.4681,1443070889.9599059
1996.1250,363.36,725311.9800,15876359909741.0938,7953590035.5645,3984515.0156,1447813376.0775
1996.2083,364.28,727178.7595,15879010211834.2285,7954585807.4201,3984847.5770,1451600275.3455126
1996.2917,364.69,728027.6201,15881664027965.2930,7955582857.9387,3985180.5515,1453355495.3224833
1996.3750,365.25,729175.9688,15884314994094.5508,7956578796.1152,3985513.1406,1455708674.6132812
1996.4583,365.06,728827.0670,15886966292084.2559,7957574817.4075,3985845.7436,1455072847.1728132
1996.5417,363.69,726122.2509,15889621105390.7109,7958572117.6726,3986178.7598,1449733353.1658058
1996.6250,361.55,721879.7688,15892273067582.8711,7959568305.3066,3986511.3906,1441323193.2804687
1996.7083,359.69,718196.0084,15894925361718.5996,7960564576.0668,3986844.0353,1434027931.0530608
1996.7917,359.72,718285.9103,15897581172450.2070,7961562126.1097,3987177.0932,1434267343.9619076
1996.8750,361.04,720951.7500,15900234130954.7422,7962558563.2324,3987509.7656,1439650525.78125
1996.9583,362.39,723677.7183,15902887421485.9785,7963555083.4917,3987842.4519,1445154226.1581342
1997.0417,363.24,725405.4271,15905544229892.5293,7964552883.3437,3988175.5515,1448664887.3409863
1997.1250,364.21,727372.8962,15908198184958.9453,7965549569.9863,3988508.2656,1452654595.4232812
1997.2083,364.65,728282.0066,15910852472135.2031,7966546339.7760,3988840.9936,1454530868.3121886
1997.2917,366.48,731967.4622,15913510278466.5234,7967544389.4683,3989174.1349,1461952536.9540806
1997.3750,366.77,732577.2288,15916165230344.3555,7968541325.6621,3989506.8906,1463231442.2745311
1997.4583,365.73,730530.4241,15918820514415.1816,7969538345.0134,3989839.6602,1459204058.9391694
1997.5417,364.46,728024.0480,15921479318921.1270,7970536644.5772,3990172.8432,1454258394.4468458
1997.6250,362.40,723939.3000,15924135267859.9414,7971533830.3535,3990505.6406,1446159244.1625
1997.7083,360.44,720053.9797,15926791549074.9121,7972531099.2976,3990838.4519,1438457811.5988314
1997.7917,360.97,721142.8699,15929451352005.3711,7973529648.7644,3991171.6766,1440693240.0982919
1997.8750,362.65,724529.3687,15932108298254.7656,7974527084.1543,3991504.5156,1447519112.591406
1997.9583,364.51,728275.7799,15934765576863.4902,7975524602.7224,3991837.3685,1455064639.2061107
1998.0417,365.39,730064.4568,15937426378468.3789,7976523402.1234,3992170.6349,1458699228.300321
1998.1250,366.10,731513.5625,15940084322277.9844,7977521087.1582,3992503.5156,1461655537.0703125
1998.2083,367.36,734061.8011,15942742598530.1016,7978518855.3816,3992836.4102,1466808383.6469908
1998.2917,368.79,736949.9960,15945404399059.3730,7979517904.7480,3993169.7183,1472641060.40776
1998.3750,369.56,738519.4650,15948063340678.8477,7980515839.4590,3993502.6406,1475838835.869375
1998.4583,369.13,737690.9123,15950722614824.0293,7981513857.3690,3993835.5768,1474244526.4785395
1998.5417,367.98,735423.3748,15953385414527.6621,7982513156.7321,3994168.9266,1469774281.624579
1998.6250,366.10,731696.6125,15956045354206.6992,7983511341.1504,3994501.8906,1462387142.1578126
1998.7083,364.16,727849.6145,15958705626494.6465,7984509608.7782,3994834.8685,1454759065.7089143
1998.7917,364.54,728639.5263,15961369425622.6543,7985509158.1692,3995168.2600,1456398637.49635
1998.8750,365.67,730928.6213,15964030363610.9766,7986507592.3262,3995501.2656,1461034947.8010938
1998.9583,367.30,734217.3836,15966691634291.4238,7987506109.7030,3995834.2851,1467669932.9315145
1999.0417,368.35,736347.0102,15969356433093.8496,7988505909.1533,3996167.7183,1471988379.0501301
1999.1250,369.28,738236.8800,15972018369641.2109,7989504593.0801,3996500.7656,1475827802.7299998
1999.2083,369.84,739387.1977,15974680638963.9238,7990503360.2371,3996833.8268,1478189022.499603
1999.2917,371.15,742037.1145,15977346437690.8418,7991503409.7780,3997167.3017,1483548644.0218315
1999.3750,371.12,742008.0500,15980009373047.0273,7992502343.5059,3997500.3906,1483552344.96875
1999.4583,370.46,740719.3218,15982672641261.7988,7993501360.4744,3997833.4934,1481037395.979371
1999.5417,369.61,739050.6077,15985339440163.3164,7994501660.1371,3998167.0100,1477762508.5804741
1999.6250,367.06,733982.3525,15988003374578.1445,7995500843.6973,3998500.1406,1467689461.6178124
1999.7083,364.95,729793.5441,15990667641934.8047,7996500110.5085,3998833.2851,1459374207.3931904
1999.7917,365.52,730963.8622,15993335441261.0586,7997500660.3243,3999166.8434,1461775464.595507
1999.8750,366.88,733714.1400,15996000374984.3750,7998500093.7480,3999500.0156,1467336565.7325
1999.9583,368.26,736504.6436,15998665641732.7793,7999499610.4333,3999833.2017,1472978574.8723638
2000.0417,369.45,738915.4061,16001334441733.9395,8000500410.4334,4000166.8017,1477861624.902433
2000.1250,369.71,739466.2137,16004000375015.6250,8001500093.7520,4000500.0156,1479024860.7767186
2000.2083,370.75,741577.2272,16006666641405.6660,8002499860.3424,4000833.2434,1483308924.986431
2000.2917,371.98,744068.5066,16009336442331.9297,8003500910.5582,4001166.8851,1488354057.9153652
2000.3750,371.74,743619.4025,16012003375421.8945,8004500843.8027,4001500.1406,1487517662.2759376
2000.4583,371.87,743910.4280,16014670641703.4902,8005500860.3296,4001833.4100,1488161790.1911619
2000.5417,370.02,740240.4398,16017341443805.0918,8006502160.7923,4002167.0934,1480881867.914258
2000.6250,368.27,736770.1687,16020009376953.2773,8007502343.9941,4002500.3906,1474000818.8554688
2000.7083,367.15,734560.0523,16022677643376.3828,8008502610.4887,4002833.7017,1469640393.5750759
2000.7917,367.18,734650.6964,16025349446903.5820,8009504161.2296,4003167.4268,1469883015.7683446
2000.8750,368.53,737382.4637,16028018380359.9609,8010504594.4199,4003500.7656,1475410137.155781
2000.9583,369.83,740014.4081,16030687647174.5566,8011505110.9134,4003834.1183,1480737971.9852717
2001.0417,370.76,741906.2207,16033360452377.6504,8012506911.9637,4004167.8851,1484585285.0940948
2001.1250,371.69,743798.1512,16036030386392.2266,8013507595.1738,4004501.2656,1488433075.4201562
2001.2083,372.63,745710.2488,16038700653848.3281,8014508361.6974,4004834.6600,1492321539.35166
2001.2917,373.55,747582.5145,16041374460977.6406,8015510413.0885,4005168.4685,1496130681.4040248
2001.3750,374.03,748574.2912,16044045395800.4492,8016511346.3496,4005501.8906,1498177872.1504686
2001.4583,373.40,747344.5292,16046716664148.1035,8017512362.9346,4005835.3266,1495778910.9669614
2001.5417,371.68,743933.0191,16049391473453.9883,8018514664.6977,4006169.1768,1489012959.6474788
2001.6250,369.78,740160.8925,16052063409335.0977,8019515848.0410,4006502.6406,1481524546.4503124
2001.7083,368.34,737309.2352,16054735678824.3809,8020517114.7187,4006836.1183,1475878015.8105297
2001.7917,368.61,737880.4385,16057411490557.2285,8021519666.8850,4007170.0102,1477082937.4557269
2001.8750,369.94,740573.6375,16060084427746.7344,8022521100.3418,4007503.5156,1482535850.5703125
2001.9583,371.42,743567.3518,16062757698627.7539,8023522617.1433,4007837.0349,1488590831.5170026
2002.0417,372.70,746160.9416,16065434513037.9824,8024525419.7442,4008170.9685,1493845319.9744444
2002.1250,373.37,747533.4113,16068108451786.0156,8025527103.3457,4008504.5156,1496655330.9989064
2002.2083,374.30,749426.5667,16070782724308.9121,8026528870.3023,4008838.0766,1500508092.0672216
2002.2917,375.19,751239.8229,16073460541646.9727,8027531923.3691,4009172.0519,1504201262.1481926
2002.3750,375.93,752752.8337,16076135482203.6914,8028533857.1465,4009505.6406,1507293455.4801562
2002.4583,375.69,752303.5587,16078810756618.6348,8029535874.2894,4009839.2432,1506456505.2924187
2002.5417,374.16,749271.0025,16081489577135.0078,8030539177.8533,4010173.2602,1500446427.0509832
2002.6250,372.03,745036.5787,16084165519750.6055,8031541361.8379,4010506.8906,1492028878.5192187
2002.7083,370.92,742844.5626,16086841796307.7969,8032543629.1984,4010840.5349,1487700971.200987
2002.7917,370.73,742494.9669,16089521620252.9961,8033547183.2907,4011174.5936,1487062757.0812092
2002.8750,372.43,745930.7362,16092198565177.6953,8034549617.5137,4011508.2656,1494006023.3667188
