x,y,xy,x^4,x^3,x^2,x^2y
2002.9583,373.98,749066.3450,16094875844127.3691,8035552135.1230,4011841.9515,1500348653.0365143
2003.0417,375.07,751280.8504,16097556671751.9375,8036555939.7750,4012176.0519,1504846871.8007195
2003.1250,375.82,752814.4375,16100234619235.9922,8037558624.2676,4012509.7656,1507981420.1171875
2003.2083,376.64,754488.3741,16102912900828.4141,8038561392.1570,4012843.4932,1511397373.2746634
2003.2917,377.92,757083.9993,16105594732382.9258,8039565447.3999,4013177.6353,1516660091.9283774
2003.3750,378.78,758838.3825,16108273682676.6211,8040568382.1934,4013511.3906,1520237844.5409374
2003.4583,378.46,758228.8282,16110952967162.0840,8041571400.3941,4013845.1598,1519079839.1926262
2003.5417,376.88,755094.7959,16113635802897.1504,8042575706.2591,4014179.3436,1512863911.0306249
2003.6250,374.57,750497.8163,16116315756250.8008,8043578891.3848,4014513.1406,1503716187.0839062
2003.7083,373.34,748064.4567,16118996043879.6328,8044582159.9280,4014846.9515,1498902960.8688622
2003.7917,373.31,748035.4795,16121679884045.8887,8045586716.4466,4015181.1770,1498907285.1817224
2003.8750,374.84,751132.5050,16124360840709.8438,8046590151.9355,4015515.0156,1505175648.4568748
2003.9583,376.17,753828.9937,16127042131732.4043,8047593670.8525,4015848.8681,1510641868.7278063
2004.0417,377.17,755864.4080,16129726976580.5156,8048598478.0559,4016183.1353,1514783793.155769
2004.1250,378.05,757659.4563,16132408936805.1562,8049602163.9395,4016517.0156,1518444257.7570312
2004.2083,379.06,759715.1982,16135091231471.8340,8050605933.2614,4016850.9098,1522627505.8645766
2004.2917,380.54,762713.1635,16137777081252.5039,8051610991.1808,4017185.2187,1528699663.1198702
2004.3750,380.80,763266.0000,16140460045288.2383,8052614927.4902,4017519.1406,1529871288.75
2004.4583,379.87,761433.5744,16143143343849.4531,8053618947.2485,4017853.0764,1526261848.146841
2004.5417,377.65,757015.1730,16145830198813.4141,8054624255.9152,4018187.4270,1517468481.8212366
2004.6250,376.17,754079.7863,16148514166910.6836,8055628442.6816,4018521.3906,1511647191.5114064
2004.7083,374.43,750622.9288,16151198469616.8887,8056632712.9074,4018855.3681,1504780015.4735231
2004.7917,374.63,751055.1146,16153886330014.9023,8057638272.3526,4019189.7604,1505709059.9344897
2004.8750,376.33,754494.6088,16156571302424.1797,8058642709.6074,4019523.7656,1512667378.7176561
2004.9583,377.68,757232.6507,16159256609525.8555,8059647230.3319,4019857.7847,1518219888.140184
2005.0417,378.63,759168.9389,16161945475608.7188,8060653040.5870,4020192.2187,1522165379.7811058
2005.1250,379.91,761767.0388,16164631452580.5078,8061657728.3613,4020526.2656,1527438133.5735939
2005.2083,380.95,763884.1019,16167317764328.1719,8062662499.6157,4020860.3264,1531746741.3378475
2005.2917,382.48,766983.9694,16170007636346.7070,8063668560.7120,4021194.8021,1538026587.9029586
2005.3750,382.64,767336.6900,16172694618131.5430,8064673499.0371,4021528.8906,1538797814.70875
2005.4583,382.40,766887.2539,16175381934775.7383,8065678520.8527,4021862.9930,1537960408.5380714
2005.5417,380.93,763970.9998,16178072812980.8047,8066684832.8214,4022197.5104,1532175697.6514864
2005.6250,378.93,759991.4813,16180760799829.2539,8067690021.7285,4022531.6406,1524257914.5820312
2005.7083,376.89,755931.4012,16183449121620.5586,8068695294.1365,4022865.7847,1516177885.5913956
2005.7917,377.19,756564.5713,16186141006263.0430,8069701857.0089,4023200.3438,1517510937.6737316
2005.8750,378.54,759303.9225,16188829998425.7031,8070707296.5293,4023534.5156,1523068755.5446875
2005.9583,380.31,762886.0011,16191519325614.7246,8071712819.5610,4023868.7013,1530317505.8061934
2006.0417,381.58,765465.3919,16194212216945.5469,8072719633.3683,4024203.3021,1535555496.0301576
2006.1250,382.40,767142.2000,16196902214673.0469,8073725323.5332,4024537.5156,1538983145.975
2006.2083,382.86,768096.9097,16199592547510.4258,8074731097.2198,4024871.7430,1540962395.5207264
2006.2917,384.80,772021.0462,16202286445780.5352,8075738161.9934,4025206.3855,1548899417.1361248
2006.3750,385.22,772895.7775,16204977449323.5352,8076744102.8340,4025540.6406,1550718765.5815625
2006.4583,384.24,770961.5372,16207668788059.9414,8077750127.2067,4025874.9096,1546902175.279647
2006.5417,382.65,767803.1815,16210363693520.3184,8078757442.9778,4026209.5938,1540629101.082451
2006.6250,380.60,763721.4750,16213055703129.5117,8079763634.5254,4026543.8906,1532502604.7718751
2006.7083,379.04,760622.7140,16215748048015.6465,8080769909.6155,4026878.2013,1526347913.416541
2006.7917,379.33,761236.2956,16218443960917.3066,8081777476.4154,4027212.9272,1527642679.6705616
2006.8750,380.35,763314.9062,16221136976843.4141,8082783918.7012,4027547.2656,1531877602.4804688
2006.9583,382.02,766698.2098,16223830328130.0098,8083790444.5399,4027881.6179,1538731335.6850147
2007.0417,383.10,768897.6753,16226527248723.9980,8084798262.3998,4028216.3855,1543209697.299949
2007.1250,384.12,770976.8550,16229221271217.7734,8085804955.4551,4028550.7656,1547446920.091875
2007.2083,384.81,772393.8259,16231915629155.5957,8086811732.0736,4028885.1596,1550355298.261401
2007.2917,386.73,776279.9191,16234613557692.9883,8087819801.0249,4029219.9689,1558220238.5684006
2007.3750,386.78,776412.5025,16237308587005.2148,8088826744.8809,4029554.3906,1558551047.2059374
2007.4583,386.33,775541.3650,16240003951845.0586,8089833772.3105,4029888.8262,1556866950.2408705
2007.5417,384.73,772361.5182,16242702888576.9609,8090842092.3844,4030223.6772,1550547955.344118
2007.6250,382.24,767394.5800,16245398924958.4570,8091849287.0723,4030558.1406,1540640543.6725001
2007.7083,381.20,765338.4040,16248095296951.1484,8092856565.3443,4030892.6179,1536576265.939245
2007.7917,381.37,765711.5206,16250795242128.6992,8093865136.5720,4031227.5106,1537389235.713285
2007.8750,382.70,768413.7625,16253492285830.3125,8094872582.1230,4031562.0156,1542878783.3796875
2007.9583,384.19,771437.4993,16256189665226.7109,8095880111.2686,4031896.5345,1549014329.6044962
2008.0417,385.78,774662.3270,16258890619101.0781,8096888933.6815,4032231.4689,1555554256.0872447
2008.1250,386.06,775256.7375,16261588670373.6875,8097896630.1270,4032566.0156,1556812435.9921875
2008.2083,386.28,775730.7021,16264287057424.6816,8098904410.1773,4032900.5762,1557828834.5702443
2008.2917,387.33,777871.6242,16266989020247.0664,8099913483.8067,4033235.5523,1562193126.4680557
2008.3750,388.78,780816.0325,16269688079341.5820,8100921431.1777,4033570.1406,1568171399.2721875
2008.4583,387.99,779261.7358,16272387474298.0918,8101929462.1641,4033904.7428,1565114701.1740608
2008.5417,386.61,776522.3066,16275090446319.7285,8102938787.0412,4034239.7606,1559677433.8606012
2008.6250,384.32,771954.7600,16277790513487.0898,8103946985.3691,4034574.3906,1550567629.805
2008.7083,383.41,770158.8493,16280490916600.0664,8104955267.3228,4034909.0345,1547024472.9133854
2008.7917,383.22,769809.1553,16283194898072.2168,8105964843.4789,4035244.0940,1546386241.6984224
2008.8750,384.41,772231.6388,16285895973563.3984,8106973292.7949,4035578.7656,1551316833.2939065
2008.9583,385.79,775036.0226,16288597385083.8262,8107981825.7471,4035913.4511,1557015050.3148725
2009.0417,387.17,777840.6750,16291302376257.7852,8108991653.2135,4036248.5523,1562714352.009048
2009.1250,387.70,778937.7625,16294004460323.7891,8110000353.5488,4036583.2656,1564983332.0828125
2009.2083,389.04,781662.3970,16296706880502.6816,8111009137.5308,4036917.9928,1570522575.91459
2009.2917,389.76,783141.5330,16299412881629.7754,8112019216.3387,4037253.1357,1573559782.1661017
2009.3750,390.36,784379.6250,16302115974521.6367,8113028167.7246,4037587.8906,1576112808.984375
2009.4583,389.70,783085.8995,16304819403610.0391,8114037202.7676,4037922.6594,1573578460.3833354
2009.5417,388.24,780184.4696,16307526414941.6230,8115047532.9482,4038257.8440,1567813225.3696587
2009.6250,386.29,776298.0413,16310230516910.4102,8116056735.4160,4038592.6406,1560067951.1470313
2009.7083,384.95,773637.2101,16312934955159.3984,8117066021.5512,4038927.4511,1554785122.296668
2009.7917,384.64,773046.2795,16315642976946.8633,8118076603.1360,4039262.6774,1553661996.2308626
2009.8750,386.23,776274.0212,16318348088243.6719,8119086056.7168,4039597.5156,1560213748.4598439
2009.9583,387.63,779120.1358,16321053535904.3535,8120095593.9754,4039932.3677,1565998983.706626
2010.0417,388.91,781725.3175,16323762568399.1191,8121106426.9956,4040267.6357,1571300486.2152119
2010.1250,390.41,784772.9012,16326468689275.0781,8122116131.7207,4040602.5156,1577491628.1251564
2010.2083,391.37,786735.2224,16329175146598.5938,8123125920.1340,4040937.4094,1581501673.91253
2010.2917,392.67,789381.2418,16331885190052.1094,8124137004.6208,4041272.7191,1586886558.6046345
2010.3750,393.21,790499.5537,16334592320758.3789,8125146960.5215,4041607.6406,1589200540.370156
2010.4583,392.38,788863.6278,16337299787995.8984,8126157000.1208,4041942.5760,1585977427.9861398
2010.5417,390.41,784935.5851,16340010842659.6484,8127168336.1055,4042277.9274,1578145725.6514173
2010.6250,388.54,781208.2375,16342718983447.4180,8128178543.2129,4042612.8906,1570716812.5234375
2010.7083,387.03,778204.4333,16345427460850.1426,8129188834.0294,4042947.8677,1564742113.231631
2010.7917,387.43,779041.0283,16348139526975.6387,8130200421.5432,4043283.2608,1566489233.7274396
2010.8750,388.87,781968.9613,16350848678096.1328,8131210879.8887,4043618.2656,1572441834.9535937
2010.9583,389.99,784253.6274,16353558165915.2949,8132221421.9536,4043953.2843,1577101341.3593237
2011.0417,391.50,787322.8255,16356271243754.0840,8133233261.0279,4044288.7191,1583339033.5428755
2011.1250,392.05,788461.5563,16358981405458.5547,8134243970.6426,4044623.7656,1585694747.3132813
2011.2083,392.80,790002.6202,16361691903945.4199,8135254763.9871,4044958.8260,1588859826.848436
2011.2917,393.44,791322.6064,16364405993749.0742,8136266854.6532,4045294.3025,1591580590.371229
2011.3750,394.41,793306.4138,16367117166288.8086,8137277815.5684,4045629.3906,1595636687.9564064
2011.4583,393.95,792413.9973,16369828675694.6699,8138288860.2238,4045964.4926,1593907711.8750908
2011.5417,392.72,789972.6564,16372543777714.8008,8139301202.5129,4046300.0108,1589062940.256649
2011.6250,390.33,785197.5862,16375255961341.1133,8140312414.7598,4046635.1406,1579523094.4401562
2011.7083,389.28,783117.8070,16377968481917.2988,8141323710.7573,4046970.2843,1575404592.2679791
2011.7917,389.19,782969.2117,16380684596405.5430,8142336304.7007,4047305.8442,1575170961.499874
2011.8750,390.48,785596.9500,16383397791369.7812,8143347768.3105,4047641.0156,1580522863.78125
2011.9583,392.06,788808.3711,16386111323367.6484,8144359315.6815,4047976.2009,1587049549.3401012
2012.0417,393.31,791356.1210,16388828450575.6758,8145372161.3104,4048311.8025,1592241515.0565708
2012.1250,394.04,792857.7350,16391542657129.2188,8146383876.3145,4048647.0156,1595328870.036875
2012.2083,394.59,793997.2731,16394257200800.1562,8147395675.0900,4048982.2426,1597687903.1031501
2012.2917,396.38,797632.1840,16396975340979.6699,8148408772.4358,4049317.8859,1605068623.608638
2012.3750,396.93,798772.0088,16399690559373.9258,8149420738.8652,4049653.1406,1607428821.1082814
2012.4583,395.91,796752.3656,16402406114969.3555,8150432789.0766,4049988.4092,1603430911.101769
2012.5417,394.56,794068.4532,16405125268372.0840,8151446138.1705,4050324.0942,1598095874.6228964
2012.6250,392.59,790136.4487,16407841498858.4961,8152458356.0566,4050659.3906,1590248370.1654687
2012.7083,391.32,787613.0120,16410558066629.8672,8153470657.7351,4050994.7009,1585235246.3518403
2012.7917,391.27,787545.0085,16413278233507.5781,8154484258.6084,4051330.4276,1585164056.402705
2012.8750,393.20,791462.4500,16415995476337.6172,8155496727.9824,4051665.7656,1593114979.04375
2012.9583,394.57,794252.9564,16418713056536.4141,8156509281.1592,4052001.1175,1598798080.9473197
2013.0417,395.78,796721.6440,16421434237140.9004,8157523133.8431,4052336.8859,1603833892.7168937
2013.1250,397.03,799271.0187,16424152492566.0703,8158535854.7363,4052672.2656,1609032469.6210938
2013.2083,397.66,800572.4126,16426871085443.8066,8159548659.4426,4053007.6592,1611719025.7530541
2013.2917,398.64,802578.6033,16429593280026.8945,8160562763.9685,4053343.4693,1615824840.597323
2013.3750,400.02,805390.2675,16432312548298.7305,8161575736.4121,4053678.8906,1621552629.8278124
2013.4583,398.81,802987.3046,16435032154106.9492,8162588792.6792,4054014.3258,1616781453.2878077
2013.5417,397.51,800402.9612,16437755362920.4980,8163603149.0783,4054350.1776,1611644739.113235
2013.6250,395.39,796167.1887,16440475644290.5664,8164616373.1035,4054685.6406,1603182155.4467187
2013.7083,393.72,792837.2319,16443196263280.8457,8165629680.9627,4055021.1175,1596542914.3777258
2013.7917,393.90,793232.5506,16445920486576.7441,8166644289.2662,4055357.0110,1597405126.6285238
2013.8750,395.36,796205.6200,16448641781296.6406,8167657764.9043,4055692.5156,1603458592.9775
2013.9583,397.03,799601.8638,16451363413720.5898,8168671324.3867,4056028.0341,1610364810.3941634
2014.0417,398.04,801669.1583,16454088651750.7559,8169686184.6260,4056363.9693,1614595114.3556519
2014.1250,398.27,802165.5637,16456810960072.1094,8170699911.9082,4056699.5156,1615661716.0879686
2014.2083,399.91,805502.0413,16459533606181.3652,8171713723.0451,4057035.0758,1622448897.158735
2014.2917,401.51,808758.2605,16462259859197.7520,8172728835.2515,4057371.0527,1629075051.3651164
2014.3750,401.96,809698.1750,16464983181372.2227,8173742814.2090,4057706.6406,1631035761.265625
2014.4583,401.43,808663.9954,16467706841418.4551,8174756877.0316,4058042.2424,1629019897.3822436
2014.5417,399.27,804346.0646,16470434109673.0449,8175772241.2363,4058378.2610,1620388688.2849975
2014.6250,397.18,800168.7575,16473158445952.3242,8176786471.9004,4058713.8906,1612039983.0784376
2014.7083,395.54,796897.7210,16475883120187.2344,8177800786.4400,4059049.5341,1605516452.7135196
2014.7917,396.16,798179.8799,16478611403932.0410,8178816402.6743,4059385.5944,1608166197.0731027
2014.8750,397.40,800711.3250,16481336754567.8516,8179830885.0762,4059721.2656,1613333230.959375
2014.9583,399.08,804129.5584,16484062443243.1738,8180845451.3640,4060056.9507,1620287527.9008763
2015.0417,400.18,806379.3875,16486791742730.2422,8181861319.6592,4060393.0527,1624888091.8450491
2015.1250,400.55,807158.3187,16489518107974.3359,8182876053.8301,4060728.7656,1626524907.0710938
2015.2083,401.74,809589.7824,16492244811341.8340,8183890871.8974,4061064.4924,1631492049.1723127
2015.2917,403.34,812847.7543,16494975126823.2402,8184906992.2847,4061400.6361,1638125332.5600927
2015.3750,404.15,814513.8062,16497702506927.4023,8185921978.2559,4061736.3906,1641550762.2710936
2015.4583,402.97,812169.2312,16500430225238.8691,8186937048.1339,4062072.1590,1636893217.9279017
2015.5417,401.46,809159.3709,16503161556966.7227,8187953420.6445,4062408.3444,1630894453.9584367
2015.6250,399.11,804456.0938,16505889952182.7695,8188968658.4473,4062744.1406,1621481813.9648438
2015.7083,397.82,801889.0759,16508618685690.0332,8189983980.1672,4063079.9507,1616374465.9830542
2015.7917,398.49,803272.8345,16511351033916.4727,8191000604.8326,4063416.1778,1619230712.6870947
2015.8750,400.27,806894.2863,16514080444496.2500,8192016094.4980,4063752.0156,1626598019.2942188
2015.9583,402.06,810536.1941,16516810193451.1680,8193031668.0911,4064087.8673,1634007167.942274
2016.0417,402.73,811920.4738,16519543558428.3613,8194048544.9425,4064424.1361,1636865532.3472152
2016.1250,404.25,815018.5312,16522273984623.7500,8195064286.5020,4064760.0156,1643179236.3164062
2016.2083,405.06,816685.3340,16525004749278.2109,8196080111.9994,4065095.9090,1646607748.8950398
2016.2917,407.60,821840.4969,16527739131258.3613,8197097241.0680,4065432.2195,1657070172.6636717
2016.3750,407.90,822479.3625,16530470573321.2695,8198113234.5527,4065768.1406,1658426824.5609374
2016.4583,406.99,820678.3635,16533202353927.1914,8199129311.9859,4066104.0756,1654863697.7442718
2016.5417,404.59,815872.6064,16535937753162.5352,8200146693.3030,4066440.4278,1645241132.6993363
2016.6250,402.45,811590.7312,16538670211344.9023,8201162938.7441,4066776.3906,1636674158.4070313
2016.7083,401.23,809163.8712,16541403008154.2383,8202179268.1442,4067112.3673,1631847495.1273212
2016.7917,401.79,810326.7371,16544139424897.0352,8203196901.7410,4067448.7612,1634260237.758084
2016.8750,403.72,814252.7750,16546872899450.8359,8204213399.1699,4067784.7656,1642246065.578125
2016.9583,404.64,816142.0065,16549606712715.5684,8205229980.5681,4068120.7839,1646124394.0130324
2017.0417,406.36,819645.0652,16552344147218.1152,8206247866.4760,4068457.2195,1653258275.7318232
2017.1250,406.65,820263.8812,16555078638395.3516,8207264615.9238,4068793.2656,1654574781.466406
2017.2083,407.54,822093.0706,16557813468367.4941,8208281449.3513,4069129.3256,1658332965.3504963
2017.2917,409.22,825516.1095,16560551920882.1172,8209299587.6016,4069465.8029,1665306795.8581915
2017.3750,409.89,826901.8387,16563287428934.8242,8210316589.0996,4069801.8906,1668171096.9482813
2017.4583,409.08,825301.8414,16566023275866.4238,8211333674.5877,4070137.9922,1665012049.8650851
2017.5417,407.33,821805.2607,16568762746645.4805,8212352065.2116,4070474.5112,1658026382.662937
2017.6250,405.32,817783.7650,16571499271825.7227,8213369318.7910,4070810.6406,1649980968.858125
2017.7083,403.57,814286.5386,16574236135968.8535,8214386656.3709,4071146.7839,1642992707.5740392
2017.7917,403.82,814824.6443,16576976625264.7344,8215405299.3997,4071483.3446,1644146404.2118855
2017.8750,405.31,817864.9163,16579714167824.6094,8216422805.0918,4071819.5156,1650349167.8779688
2017.9583,407.00,821309.0281,16582452049431.3789,8217440394.7948,4072155.7005,1657367370.1193283
2018.0417,408.15,823663.7199,16585193557496.5039,8218459290.2597,4072492.3029,1662187733.4445078
2018.1250,408.52,824444.4250,16587932117688.1406,8219477048.0957,4072828.5156,1663831905.203125
2018.2083,409.59,826637.9376,16590671017010.6875,8220494889.9530,4073164.7422,1668327546.7531474
2018.2917,410.45,828407.8283,16593413544097.5078,8221514037.8854,4073501.3863,1671968644.002275
2018.3750,411.44,830440.2100,16596153122173.0664,8222532047.8965,4073837.6406,1676139758.85875
2018.4583,410.99,829566.1767,16598893039463.5605,8223550141.9393,4074173.9088,1674444734.7936954
2018.5417,408.90,825381.7011,16601636585824.5605,8224569542.3704,4074510.5946,1666067382.1478422
2018.6250,407.16,821903.3550,16604377182036.2305,8225587804.5879,4074846.8906,1659114659.986875
2018.7083,405.71,819010.1444,16607118117546.8730,8226606150.8475,4075183.2005,1653342576.2703476
2018.7917,406.19,820013.0006,16609862683434.5664,8227625803.8086,4075519.9280,1655435439.5498073
2018.8750,408.21,824124.9637,16612604298034.5703,8228644318.2637,4075856.2656,1663805286.190781
2018.9583,409.27,826299.0634,16615346252017.5938,8229662916.7713,4076192.6171,1668263352.4164336
2019.0417,411.03,829886.7100,16618091837684.5273,8230682822.2936,4076529.3863,1675575873.666874
2019.1250,411.96,831798.7350,16620834470925.1172,8231701589.0176,4076865.7656,1679505620.806875
2019.2083,412.18,832277.2771,16623577443632.7852,8232720439.8044,4077202.1588,1680541185.8096046
2019.2917,413.54,835057.8896,16626324049331.5352,8233740597.9193,4077538.9697,1686225465.5251436
2019.3750,414.86,837757.9125,16629067701464.9961,8234759616.9434,4077875.3906,1691747384.5546875
2019.4583,414.15,836358.6549,16631811693149.6035,8235778720.0407,4078211.8254,1688991427.5055163
2019.5417,411.96,831970.3987,16634559319132.7773,8236799130.7794,4078548.6780,1680198913.404901
2019.6250,410.17,828389.5863,16637303990411.4258,8237818402.1348,4078885.1406,1673036318.1301563
2019.7083,408.76,825575.9647,16640049001325.2988,8238837757.5739,4079221.6171,1667422628.2012546
2019.7917,408.74,825569.6595,16642797647845.5352,8239858420.9676,4079558.5114,1667478745.9450948
2019.8750,410.47,829098.0913,16645543338521.7188,8240877944.6855,4079895.0156,1674674507.0635939
2019.9583,411.97,832162.2209,16648289368917.2148,8241897552.4976,4080231.5337,1680932984.9544108
2020.0417,413.59,835469.0467,16651039036227.1855,8242918468.5777,4080568.4697,1687682313.3993075
2020.1250,414.32,836978.1900,16653785746553.2812,8243938244.6895,4080905.0156,1690800566.07375
2020.2083,414.72,837820.7862,16656532796682.7891,8244958104.9057,4081241.5754,1692572506.1452806
2020.2917,416.42,841289.8697,16659283485035.1973,8245979273.7035,4081578.5531,1699650941.0772755
2020.3750,417.28,843062.0800,16662031215263.6133,8246999302.2402,4081915.1406,1703301549.8799999
2020.4583,416.58,841682.5186,16664779285379.5527,8248019414.8919,4082251.7420,1700584430.698561
2020.5417,414.58,837676.1780,16667530995027.1289,8249040836.4386,4082588.7614,1692559648.717335
2020.6250,412.75,834012.9688,16670279745410.3086,8250061117.4316,4082925.3906,1685227454.9804688
2020.7083,411.50,831521.4655,16673028835765.1309,8251081482.5500,4083262.0337,1680262326.8629782
2020.7917,411.49,831535.5766,16675781566960.6406,8252103156.8769,4083599.0948,1680360191.5146804
2020.8750,413.10,834823.4625,16678531337751.0547,8253123690.3574,4083935.7656,1687073864.7796876
2020.9583,414.23,837141.5566,16681281448597.2402,8254144307.9737,4084272.4503,1691828177.1038785
2021.0417,415.49,839722.6159,16684035201593.4824,8255166235.1121,4084609.5531,1697114423.2336774
2021.1250,416.72,842243.2100,16686785993043.6328,8256187021.1113,4084946.2656,1702278807.8112502
2021.2083,417.61,844076.7982,16689537124633.6973,8257207891.2568,4085282.9920,1706055030.2844803
2021.2917,419.01,846941.4352,16692291899683.4961,8258230071.2379,4085620.1365,1711915693.3902097
2021.3750,419.09,847138.0487,16695043712045.9180,8259251109.7871,4085956.8906,1712383673.292031
2021.4583,418.93,846849.5256,16697795864632.4062,8260272232.4930,4086293.6586,1711871002.4135902
2021.5417,416.90,842780.7347,16700551661988.6191,8261294665.3480,4086630.8448,1703716399.2133331
2021.6250,414.42,837801.8325,16703304495515.8789,8262315956.4785,4086967.6406,1693721129.6278126
2021.7083,413.26,835491.1721,16706057669351.3652,8263337331.7760,4087304.4503,1689119437.1263866
2021.7917,413.90,836819.5846,16708814489266.8848,8264360017.5364,4087641.6782,1691874890.6023815
2021.8750,414.97,839017.4688,16711568344211.5781,8265381561.2793,4087978.5156,1696388444.6289062
2021.9583,416.67,842489.3649,16714322539548.6719,8266403189.1996,4088315.3669,1703478363.9424274
2022.0417,418.13,845476.2960,16717080382276.4160,8267426127.8966,4088652.6365,1709588326.916006
2022.1250,419.24,847755.6850,16719835258891.1719,8268447924.2832,4088989.5156,1714267964.530625
2022.2083,418.76,846819.9477,16722590475982.5098,8269469804.8576,4089326.4086,1712446326.8606834
2022.2917,420.19,849746.7494,16725349341775.4336,8270492996.5224,4089663.7199,1718435798.4601128
2022.3750,420.97,851359.2038,16728105240312.9102,8271515045.5840,4090000.6406,1721767569.6839063
2022.4583,420.94,851333.5968,16730861479411.1621,8272537178.8438,4090337.5752,1721786698.9210584
2022.5417,418.85,847141.5910,16733621368522.2480,8273560623.5077,4090674.9282,1713379193.6928592
2022.6250,417.15,843738.0187,16736378289235.1367,8274582925.2754,4091011.8906,1706565610.1742187
2022.7083,415.91,841264.6091,16739135550593.0039,8275605311.2518,4091348.8669,1701632907.2277584
2022.7917,415.74,840955.4214,16741896463275.2656,8276629008.9460,4091686.2616,1701077646.3929653
2022.8750,417.47,844489.6263,16744654406416.2891,8277651563.4512,4092023.2656,1708296952.7004688
2022.9583,418.99,847599.2981,16747412690286.5039,8278674202.1754,4092360.2835,1714658035.1999595
2023.0417,419.47,848605.3019,16750174626792.9883,8279698152.9313,4092697.7199,1716763912.5827663
2023.1250,420.31,850339.6687,16752933592614.8984,8280720960.2051,4093034.7656,1720343442.3398438
2023.2083,420.99,851750.4622,16755692899250.2246,8281743851.7083,4093371.8252,1723268604.686271
2023.2917,423.31,856479.6095,16758455859834.0098,8282768055.5572,4093709.3033,1732908085.17522
2023.3750,424.00,857911.0000,16761215848589.5898,8283791115.6309,4094046.3906,1735875669.625
2023.4583,423.68,857298.8125,16763976178242.8223,8284814259.9444,4094383.4918,1734708397.822301
2023.5417,421.83,853590.5953,16766740163157.0137,8285838716.9175,4094721.0116,1727276164.339633
2023.6250,419.68,849274.9400,16769501175099.0820,8286862029.8223,4095058.1406,1718614000.4575
2023.7083,418.50,846921.9235,16772262528023.0469,8287885426.9773,4095395.2835,1713922926.1401005
2023.7917,418.82,847604.4398,16775027537520.7871,8288910137.1059,4095732.8450,1715374830.1382468
2023.8750,420.46,850958.4825,16777789572902.1875,8289933702.8730,4096070.0156,1722233598.7696874
2023.9583,421.86,853827.0484,16780551949349.7402,8290957352.9009,4096407.2001,1728110341.4505923
2024.0417,422.80,855764.8308,16783317983684.2012,8291982316.2162,4096744.8033,1732103702.8516827
2024.1250,424.55,859342.2688,16786081042757.8125,8293006134.8770,4097082.0156,1739416169.7335937
2024.2083,425.38,861057.7267,16788844442981.8418,8294030037.8088,4097419.2418,1742960197.072158
2024.2917,426.51,863380.6530,16791611502406.2246,8295055254.3422,4097756.8867,1747734289.7416785
2024.3750,426.90,864205.6875,16794375585424.9570,8296079325.9277,4098094.1406,1749476388.6328125
2024.4583,426.91,864261.4929,16797140009678.3848,8297103481.7948,4098431.4084,1749661352.5766468
2024.5417,425.55,861543.7204,16799908094445.9219,8298128951.5775,4098769.0950,1744231188.3937995
2024.6250,422.99,856396.1288,16802673201662.7148,8299153276.1191,4099106.3906,1733881012.1704688
2024.7083,422.03,854487.6438,16805438650198.4902,8300177684.9527,4099443.7001,1730088224.748514
2024.7917,422.38,855231.5182,16808207760562.4473,8301203408.0160,4099781.4284,1731665679.7228992
2024.8750,423.85,858243.2688,16810973892230.2734,8302227985.5449,4100118.7656,1737835338.8101563
2024.9583,425.40,861417.2608,16813740365301.3770,8303252647.3762,4100456.1167,1744334032.0607235
2025.0417,426.65,863984.0413,16816510501515.0527,8304278623.7513,4100793.8867,1749603711.7771473
2025.1250,427.09,864910.6362,16819277657886.9141,8305303454.2988,4101131.2656,1751552152.2357812
2025.2083,428.15,867092.9336,16822045155746.3613,8306328369.1590,4101468.6584,1756043806.0892031
2025.2917,429.64,870146.3260,16824816318063.0801,8307354598.8773,4101806.4701,1762300131.8089905
2025.3750,430.51,871944.1913,16827584499392.0117,8308379682.4746,4102143.8906,1766013966.3529687
